100 3940
7 49 1
7 50 16
7 52 17
7 53 30
7 54 2
7 57 -6
7 59 -6
7 60 16
7 61 19
7 62 -9
7 63 10
7 64 -7
7 65 -1
7 66 -10
7 67 3
7 69 1
7 70 16
7 72 -3
7 73 9
7 75 -7
7 77 -2
7 79 29
7 80 28
7 82 8
7 83 1
7 84 -8
7 85 14
7 87 25
7 88 21
7 89 25
7 90 10
7 91 -2
7 92 -4
7 93 1
7 94 3
7 95 8
7 96 -4
7 99 9
8 9 10
8 10 1
8 11 17
8 12 3
8 14 9
8 15 -7
8 16 1
8 17 11
8 18 4
8 20 5
8 21 27
8 22 15
8 23 22
8 25 19
8 27 19
8 28 6
8 29 26
8 30 -4
8 31 -8
8 32 21
8 33 -8
8 36 6
8 37 17
8 38 -9
8 39 14
8 40 -9
8 41 28
8 42 8
8 43 21
8 44 13
8 46 21
8 47 -1
8 48 22
8 49 -1
8 50 14
8 51 14
8 52 -3
8 53 3
8 54 15
8 56 -10
8 57 -9
8 58 20
8 60 -5
8 62 11
8 63 25
8 64 4
8 65 25
8 66 7
8 67 15
8 68 -7
8 69 13
8 70 4
8 71 28
8 72 -4
8 73 1
8 77 25
8 78 25
8 79 2
8 80 19
8 81 24
8 82 12
8 83 -3
8 85 10
8 86 26
8 87 21
8 88 -7
8 89 15
8 91 20
8 93 3
8 95 3
8 96 14
8 98 2
8 99 29
9 10 1
9 11 18
9 12 29
9 13 -4
9 14 -2
9 15 -2
9 16 -3
9 18 -9
9 19 30
9 23 -6
9 24 2
9 25 -2
9 27 11
9 28 3
9 29 23
9 30 13
9 31 13
9 32 1
9 33 14
9 34 -8
9 35 -4
9 36 24
9 37 17
9 39 24
9 41 11
9 42 19
9 43 5
9 45 -2
9 46 -9
9 47 19
9 49 1
9 50 27
9 51 17
9 52 8
9 53 30
9 54 10
9 55 10
9 56 -10
9 57 -7
9 58 -8
9 61 17
9 62 8
9 64 25
9 65 -10
9 66 -4
9 67 1
9 68 28
9 69 -4
9 71 -7
9 72 -9
9 73 -6
9 75 15
9 77 10
9 78 -1
9 79 -3
9 80 7
9 81 5
9 83 25
9 84 19
9 86 10
9 87 -7
9 88 5
9 89 -9
9 90 -3
9 91 -5
9 92 -1
9 93 14
9 94 3
9 95 -9
9 96 13
9 97 13
9 99 8
10 11 10
10 13 5
10 14 13
10 15 -9
10 16 1
10 17 25
10 19 -3
10 20 -1
10 21 17
10 22 12
10 24 15
10 25 1
10 26 23
10 27 -6
10 28 19
10 29 -2
10 30 30
10 31 22
10 32 4
10 33 30
10 35 3
10 36 27
10 37 18
10 38 13
10 39 4
10 40 28
10 41 26
10 42 20
10 43 -9
10 44 5
10 45 21
10 46 5
10 47 17
10 48 13
10 49 -6
10 50 -1
10 52 14
10 53 28
10 54 1
10 55 20
10 56 29
10 57 23
10 58 7
10 59 -1
10 61 19
10 62 19
10 64 -2
10 65 29
10 67 16
10 70 29
10 73 1
10 74 22
10 76 20
10 77 -8
10 78 11
10 79 6
10 80 27
10 81 -3
10 84 24
10 85 7
10 86 24
10 87 12
10 88 18
10 89 22
10 90 16
10 91 24
10 93 29
10 96 16
10 97 30
10 98 14
10 99 15
11 12 -4
11 13 7
11 14 -10
11 17 29
11 19 -9
11 20 20
11 21 24
11 22 17
11 23 5
11 24 -1
11 25 12
11 27 20
11 29 16
11 30 1
11 31 3
11 32 28
11 33 8
11 34 15
11 35 12
11 36 14
11 37 20
11 38 22
11 39 -4
11 41 19
11 42 7
11 43 -7
11 44 12
11 45 6
11 46 20
11 47 16
11 49 -3
11 50 3
11 52 27
11 53 -3
11 54 13
11 55 -4
11 56 23
11 57 7
11 58 12
11 59 -6
11 60 8
11 61 19
11 63 8
11 64 28
11 65 12
11 66 16
11 67 1
11 68 5
11 70 -7
11 72 9
11 73 26
11 75 1
11 76 24
11 77 -5
11 78 -5
11 80 7
11 81 1
11 83 28
11 85 15
11 86 2
11 87 23
11 90 -10
11 92 7
11 93 1
11 94 18
11 95 5
11 96 25
11 97 -9
11 98 5
11 99 14
12 13 -5
12 15 1
12 16 3
12 17 -3
12 18 -7
12 20 19
12 21 23
12 23 -9
12 24 1
12 26 16
12 27 12
12 29 19
12 30 8
12 31 16
12 32 10
12 33 24
12 34 -2
12 35 28
12 36 29
12 37 -7
12 38 10
12 39 2
12 40 10
12 41 21
12 43 13
12 45 16
12 47 16
12 48 -9
12 50 26
12 51 21
12 52 -4
12 54 2
12 55 -10
12 56 8
12 57 -3
12 59 19
12 61 15
12 62 1
12 64 14
12 65 25
12 66 25
12 67 9
12 68 1
12 69 24
12 70 14
12 71 10
12 72 -9
12 73 25
12 74 -10
12 75 12
12 76 -1
12 77 11
12 80 24
12 81 4
12 82 6
12 83 -9
12 84 -8
12 87 9
12 88 10
12 89 28
12 90 1
12 91 3
12 93 14
12 94 27
12 95 -6
12 96 -9
12 97 24
12 98 20
12 99 7
13 14 20
13 15 21
13 17 21
13 18 -6
13 19 -8
13 20 4
13 21 13
13 22 23
13 23 -5
13 24 30
13 25 -4
13 26 4
13 27 21
13 28 22
13 29 -9
13 30 27
13 31 27
13 32 1
13 34 4
13 36 28
13 37 21
13 38 27
13 39 -7
13 40 11
13 42 16
13 45 16
13 46 27
13 47 9
13 48 11
13 49 -2
13 50 8
13 51 10
13 52 29
13 54 20
13 55 13
13 56 15
13 57 15
13 58 1
13 59 -6
13 60 22
13 62 21
13 63 -6
13 64 23
13 65 17
13 66 -8
13 67 22
13 68 7
13 70 30
13 71 1
13 72 -5
13 74 19
13 76 16
13 77 -8
13 78 12
13 79 28
13 81 8
13 83 23
13 86 29
13 87 8
13 88 17
13 89 24
13 91 -10
13 92 22
13 94 19
13 95 4
13 96 17
13 97 2
13 98 24
13 99 25
14 15 29
14 16 -8
14 17 13
14 18 17
14 19 14
14 20 10
14 21 -4
14 22 16
14 23 -1
14 24 12
14 25 -6
14 26 10
14 27 6
14 29 17
14 32 7
14 33 25
14 34 3
14 35 5
14 37 5
14 39 1
14 40 10
14 43 -2
14 44 2
14 45 -7
14 47 17
14 49 12
14 50 -2
14 53 6
14 55 20
14 56 23
14 57 24
14 58 8
14 59 -10
14 60 -1
14 61 21
14 62 -3
14 63 27
14 64 -8
14 65 29
14 66 -4
14 68 7
14 69 28
14 70 9
14 71 26
14 72 30
14 74 29
14 75 17
14 76 10
14 77 7
14 78 22
14 79 17
14 80 30
14 81 27
14 83 26
14 84 -4
14 85 28
14 86 -5
14 87 -6
14 89 -4
14 90 -1
14 92 20
14 93 2
14 94 1
14 95 11
14 96 28
14 97 21
14 98 25
14 99 4
15 16 7
15 17 -7
15 18 23
15 20 20
15 22 12
15 23 23
15 24 25
15 25 23
15 26 26
15 27 9
15 29 -9
15 30 -3
15 31 5
15 32 -10
15 33 6
15 34 -4
15 35 -1
15 36 4
15 37 8
15 38 -5
15 39 14
15 40 9
15 41 3
15 42 26
15 44 15
15 45 7
15 46 -10
15 48 -5
15 50 -10
15 51 3
15 52 -1
15 53 7
15 55 -3
15 57 -2
15 58 19
15 59 1
15 61 -5
15 62 -6
15 63 25
15 64 -6
15 65 -3
15 66 16
15 68 19
15 69 8
15 70 13
15 71 -9
15 72 24
15 73 1
15 74 -10
15 75 13
15 76 -9
15 78 6
15 79 12
15 81 13
15 82 -8
15 83 19
15 85 29
15 86 7
15 88 28
15 89 1
15 91 19
15 92 3
15 94 27
15 95 19
15 97 21
15 98 2
15 99 -5
16 17 23
16 18 -1
16 19 24
16 20 9
16 21 28
16 22 12
16 23 -1
16 24 28
16 25 26
16 26 1
16 27 19
16 29 22
16 30 11
16 31 26
16 32 12
16 34 26
16 35 -4
16 36 -10
16 37 -7
16 38 -1
16 40 1
16 41 22
16 42 15
16 43 4
16 46 21
16 47 16
16 49 9
16 50 23
16 51 20
16 52 17
16 53 13
16 54 -2
16 55 6
16 56 -1
16 57 1
16 58 28
16 59 10
16 60 19
16 61 11
16 62 18
16 63 19
16 64 17
16 65 21
16 66 30
16 67 30
16 69 25
16 72 2
16 73 13
16 74 -6
16 77 7
16 78 29
16 79 21
16 80 -6
16 82 11
16 83 14
16 84 23
16 85 8
16 86 3
16 87 20
16 88 8
16 90 -9
16 91 11
16 93 8
16 95 1
16 96 23
16 97 -1
17 18 12
17 19 10
17 20 11
17 21 14
17 25 -6
17 26 15
17 27 8
17 28 14
17 30 3
17 31 11
17 32 -3
17 33 21
17 34 18
17 35 -1
17 37 1
17 38 19
17 39 -2
17 41 -10
17 42 19
17 43 -10
17 44 17
17 46 20
17 47 8
17 48 25
17 49 6
17 51 26
17 53 1
17 55 24
17 56 10
17 57 8
17 58 22
17 59 3
17 60 -5
17 61 19
17 62 -5
17 63 15
17 64 3
17 66 8
17 67 7
17 68 20
17 70 4
17 72 7
17 73 3
17 74 15
17 75 22
17 76 -6
17 77 12
17 78 4
17 79 30
17 80 1
17 81 17
17 82 -6
17 83 23
17 84 9
17 85 1
17 86 7
17 88 28
17 90 -6
17 91 7
17 92 4
17 93 2
17 95 20
17 97 -4
17 98 8
17 99 10
18 19 16
18 20 8
18 21 27
18 22 14
18 23 20
18 24 11
18 25 -5
18 26 5
18 27 10
18 28 9
18 29 16
18 30 3
18 33 8
18 34 12
18 35 15
18 36 22
18 37 11
18 41 17
18 42 -7
18 43 23
18 44 15
18 45 -6
18 46 3
18 47 29
18 50 -1
18 52 17
18 53 4
18 54 6
18 55 7
18 56 -10
18 57 27
18 59 1
18 63 -1
18 64 -1
18 66 27
18 67 -9
18 68 19
18 69 8
18 70 -8
18 71 3
18 72 30
18 74 -6
18 75 -2
18 76 30
18 77 15
18 78 1
18 79 3
18 80 22
18 81 -5
18 82 5
18 83 8
18 84 -9
18 85 17
18 86 22
18 87 9
18 88 27
18 89 6
18 90 16
18 91 29
18 94 12
18 95 24
18 96 19
18 97 12
18 98 7
18 99 19
19 20 24
19 21 19
19 22 9
19 23 -1
19 25 -6
19 26 5
19 28 23
19 29 -3
19 31 12
19 32 11
19 33 30
19 34 6
19 35 18
19 36 13
19 37 -2
19 38 20
19 40 11
19 41 21
19 42 24
19 43 18
19 45 25
19 46 7
19 48 -8
19 49 27
19 50 -10
19 51 6
19 52 -10
19 53 28
19 54 8
19 55 30
19 57 21
19 58 -10
19 59 16
19 60 -4
19 61 -8
19 63 15
19 64 7
19 65 25
19 66 7
19 67 18
19 68 1
19 69 -5
19 71 15
19 73 -1
19 74 16
19 77 15
19 78 29
19 80 28
19 81 29
19 83 1
19 84 16
19 85 18
19 86 17
19 87 -5
19 89 3
19 90 7
19 91 18
19 92 12
19 93 26
19 95 12
19 96 -4
19 97 22
19 98 1
19 99 26
20 21 -6
20 24 17
20 25 11
20 26 -2
20 27 25
20 28 3
20 29 18
20 30 28
20 31 -2
20 33 -3
20 35 29
20 36 -9
20 37 13
20 38 9
20 39 24
20 40 4
20 41 -9
20 42 1
20 43 1
20 44 -3
20 45 -8
20 47 1
20 48 5
20 49 1
20 51 12
20 52 26
20 53 20
20 54 -3
20 55 16
20 56 27
20 57 -5
20 58 -5
20 59 15
20 60 8
20 63 -2
20 64 2
20 65 14
20 66 3
20 67 1
20 68 8
20 69 17
20 70 -3
20 71 9
20 72 17
20 73 19
20 74 13
20 76 15
20 77 20
20 78 28
20 79 -6
20 80 5
20 82 23
20 83 10
20 84 29
20 85 17
20 86 18
20 87 17
20 89 -7
20 91 -7
20 93 12
20 94 22
20 95 13
20 97 25
21 22 -4
21 25 7
21 26 8
21 27 -9
21 28 29
21 29 28
21 31 25
21 33 25
21 34 14
21 35 7
21 36 26
21 37 16
21 38 -5
21 39 9
21 40 4
21 42 1
21 43 19
21 44 -3
21 45 -9
21 46 9
21 47 15
21 49 -10
21 50 30
21 51 13
21 52 12
21 53 -5
21 54 25
21 55 1
21 57 -1
21 58 5
21 60 11
21 61 29
21 62 27
21 63 23
21 65 -6
21 66 3
21 67 11
21 68 17
21 69 9
21 70 1
21 71 1
21 72 13
21 73 11
21 74 30
21 75 26
21 76 20
21 77 17
21 78 -7
21 81 -5
21 83 5
21 84 20
21 85 13
21 86 28
21 87 17
21 91 7
21 92 2
21 93 7
21 94 -9
21 95 -7
21 97 17
21 98 -7
21 99 11
22 23 10
22 24 23
22 25 23
22 27 1
22 28 9
22 30 -7
22 31 6
22 32 -7
22 33 22
22 34 29
22 36 -9
22 37 9
22 38 25
22 39 22
22 41 7
22 43 10
22 46 11
22 47 30
22 49 1
22 50 3
22 51 26
22 52 -1
22 53 -10
22 54 3
22 55 22
22 56 11
22 58 4
22 60 1
22 62 9
22 63 6
22 64 9
22 65 1
22 66 -10
22 67 7
22 68 27
22 70 20
22 71 28
22 72 8
22 73 18
22 74 25
22 75 11
22 76 3
22 77 11
22 78 3
22 80 11
22 81 -8
22 83 22
22 84 25
22 85 9
22 86 22
22 87 26
22 90 26
22 91 -2
22 92 22
22 93 22
22 94 30
22 95 8
22 96 -5
22 97 29
22 98 12
22 99 -10
23 24 29
23 25 -9
23 26 26
23 27 19
23 28 22
23 29 23
23 30 12
23 31 30
23 32 29
23 33 6
23 34 -5
23 35 -9
23 36 28
23 37 1
23 38 2
23 39 2
23 40 4
23 41 24
23 42 -3
23 45 22
23 46 24
23 47 8
23 49 1
23 50 12
23 51 -10
23 53 10
23 55 27
23 56 -2
23 57 -4
23 59 26
23 60 12
23 61 -5
23 62 11
23 65 8
23 67 16
23 68 15
23 69 9
23 70 17
23 72 -8
23 73 -3
23 74 -7
23 75 16
23 78 28
23 79 -5
23 80 10
23 81 12
23 82 20
23 83 9
23 84 16
23 85 18
23 86 11
23 90 -5
23 91 12
23 92 30
23 93 10
23 94 20
23 95 -8
23 96 11
23 97 13
23 98 3
23 99 18
24 25 -1
24 26 28
24 28 19
24 29 20
24 30 27
24 31 15
24 32 -10
24 34 -8
24 35 1
24 36 1
24 37 18
24 39 -4
24 40 4
24 43 18
24 44 8
24 45 24
24 46 16
24 47 26
24 48 11
24 49 8
24 50 -3
24 53 15
24 54 9
24 55 30
24 56 7
24 57 -3
24 59 14
24 60 27
24 61 13
24 62 16
24 63 -6
24 64 26
24 65 12
24 66 28
24 67 9
24 68 12
24 69 27
24 70 29
24 71 30
24 72 -10
24 73 4
24 75 -8
24 76 1
24 77 22
24 80 28
24 81 7
24 82 25
24 83 7
24 85 25
24 86 -6
24 87 -5
24 88 -7
24 89 -5
24 90 24
24 92 -9
24 93 16
24 94 23
24 96 3
24 97 16
24 98 21
25 26 16
25 27 -7
25 28 30
25 29 30
25 30 17
25 31 30
25 32 -1
25 33 25
25 35 11
25 37 17
25 38 7
25 39 15
25 40 13
25 41 25
25 42 -10
25 43 6
25 44 2
25 45 16
25 46 -3
25 47 16
25 48 30
25 52 -5
25 53 29
25 55 13
25 56 3
25 57 22
25 58 9
25 59 19
25 60 17
25 61 19
25 62 26
25 63 15
25 65 25
25 66 1
25 67 16
25 68 13
25 69 29
25 70 21
25 72 29
25 74 15
25 76 15
25 77 5
25 78 18
25 79 11
25 80 -5
25 81 29
25 82 6
25 83 23
25 84 17
25 86 26
25 87 13
25 89 9
25 90 -6
25 91 -9
25 95 9
25 96 10
25 97 14
25 98 2
25 99 29
26 27 8
26 28 20
26 29 -2
26 30 12
26 31 30
26 33 12
26 34 6
26 35 -8
26 36 25
26 37 -5
26 38 1
26 39 23
26 40 -5
26 41 -5
26 43 -7
26 44 25
26 46 11
26 48 10
26 49 -10
26 51 20
26 54 17
26 55 -7
26 56 14
26 57 25
26 59 26
26 60 20
26 61 18
26 62 17
26 66 -1
26 67 14
26 68 4
26 69 -2
26 70 2
26 71 27
26 72 11
26 75 12
26 76 8
26 77 20
26 78 8
26 80 28
26 81 24
26 82 21
26 83 -5
26 84 -2
26 85 14
26 86 14
26 87 8
26 88 6
26 89 11
26 90 16
26 91 2
26 92 13
26 93 -2
26 94 24
26 95 11
26 96 29
26 97 14
26 98 -7
27 28 -6
27 30 -8
27 31 7
27 32 27
27 33 -6
27 34 20
27 35 19
27 37 16
27 38 8
27 39 -1
27 40 21
27 42 17
27 43 22
27 44 -1
27 46 19
27 47 22
27 48 1
27 49 12
27 50 -9
27 51 13
27 54 25
27 55 8
27 56 19
27 57 6
27 58 29
27 59 29
27 60 23
27 61 6
27 62 9
27 66 -6
27 68 18
27 69 30
27 70 -1
27 71 26
27 72 -4
27 74 12
27 75 19
27 76 24
27 77 16
27 79 20
27 80 25
27 81 26
27 82 2
27 83 6
27 87 11
27 88 -4
27 89 22
27 90 14
27 91 12
27 92 -9
27 93 25
27 94 1
27 95 -9
27 96 15
27 97 -8
27 98 19
27 99 -6
28 29 -8
28 31 11
28 32 25
28 33 9
28 34 4
28 35 9
28 36 -3
28 37 23
28 38 10
28 39 20
28 40 18
28 41 -7
28 42 1
28 43 11
28 45 20
28 47 -6
28 49 23
28 50 9
28 52 2
28 53 -4
28 54 -2
28 56 21
28 57 14
28 58 10
28 59 16
28 60 -1
28 61 30
28 63 18
28 65 10
28 66 6
28 67 4
28 68 16
28 69 29
28 70 3
28 71 25
28 72 8
28 73 11
28 74 -2
28 75 1
28 76 -3
28 77 19
28 78 12
28 79 16
28 80 -5
28 81 1
28 82 4
28 83 30
28 84 -6
28 85 -6
28 86 21
28 87 1
28 91 20
28 94 20
28 95 5
28 96 18
28 98 18
28 99 15
29 30 1
29 32 -7
29 33 13
29 34 30
29 35 29
29 37 28
29 38 29
29 39 -2
29 40 -10
29 41 18
29 42 26
29 43 7
29 45 4
29 47 27
29 49 30
29 50 -9
29 51 1
29 52 10
29 53 13
29 58 16
29 59 5
29 60 2
29 61 -7
29 62 2
29 64 20
29 65 1
29 66 17
29 67 17
29 68 17
29 69 -1
29 72 7
29 73 18
29 74 3
29 75 7
29 76 30
29 77 -3
29 78 27
29 79 13
29 80 1
29 81 10
29 82 7
29 83 3
29 84 13
29 85 19
29 86 24
29 87 25
29 88 -1
29 89 16
29 90 13
29 91 20
29 92 -5
29 93 21
29 95 1
29 96 -9
29 98 13
29 99 1
30 31 15
30 32 27
30 33 9
30 34 24
30 37 21
30 38 30
30 40 1
30 41 24
30 42 17
30 43 -6
30 44 24
30 45 21
30 46 -5
30 47 9
30 49 20
30 50 30
30 51 15
30 52 9
30 53 1
30 56 -5
30 57 15
30 58 -3
30 59 13
30 61 9
30 62 -9
30 63 1
30 64 11
30 65 22
30 67 -3
30 68 -1
30 69 30
30 71 -7
30 72 22
30 73 11
30 75 3
30 76 -6
30 77 12
30 78 5
30 79 -6
30 80 30
30 81 12
30 83 11
30 84 -8
30 85 4
30 86 4
30 87 13
30 88 13
30 89 4
30 91 21
30 92 22
30 93 15
30 94 1
30 96 21
30 97 23
30 99 29
31 32 22
31 35 -1
31 36 28
31 37 -3
31 38 6
31 39 27
31 40 -4
31 41 16
31 43 -3
31 44 23
31 45 19
31 46 17
31 47 -10
31 48 7
31 49 16
31 50 8
31 51 17
31 52 13
31 53 26
31 54 11
31 55 9
31 58 1
31 60 16
31 61 -6
31 62 21
31 63 5
31 65 15
31 66 7
31 67 8
31 68 3
31 69 -10
31 70 1
31 71 10
31 72 3
31 73 -5
31 75 22
31 76 6
31 79 11
31 80 12
31 82 27
31 83 16
31 84 -10
31 85 10
31 86 14
31 87 18
31 88 24
31 90 26
31 91 27
31 92 16
31 93 12
31 94 29
31 95 16
31 96 -9
31 99 -2
32 33 6
32 34 15
32 36 -8
32 37 28
32 38 7
32 39 -6
32 40 30
32 41 -9
32 43 3
32 44 25
32 45 1
32 46 -9
32 47 27
32 48 -2
32 49 11
32 50 14
32 53 27
32 55 1
32 56 21
32 58 11
32 60 24
32 61 24
32 62 5
32 63 17
32 64 11
32 65 2
32 66 12
32 67 13
32 68 16
32 69 -9
32 71 26
32 72 28
32 73 19
32 74 23
32 75 8
32 77 -2
32 79 1
32 80 21
32 81 23
32 82 -9
32 83 25
32 85 27
32 86 7
32 87 -8
32 88 9
32 89 21
32 90 8
32 91 -8
32 92 13
32 94 -2
32 95 23
32 96 -8
32 97 30
33 34 7
33 36 17
33 37 -10
33 38 14
33 39 15
33 40 1
33 41 -8
33 43 -1
33 45 19
33 46 -5
33 47 28
33 49 20
33 50 7
33 51 3
33 52 20
33 53 -9
33 54 3
33 57 -10
33 59 11
33 60 2
33 61 11
33 62 24
33 63 3
33 64 25
33 65 -1
33 66 -5
33 67 -3
33 68 -8
33 69 21
33 70 -10
33 71 28
33 72 29
33 75 27
33 76 13
33 77 11
33 78 -3
33 79 27
33 80 19
33 81 -8
33 82 -8
33 83 12
33 85 5
33 86 9
33 87 27
33 89 21
33 90 5
33 92 -7
33 93 12
33 94 1
33 95 9
33 97 19
33 98 30
33 99 7
34 35 17
34 36 5
34 37 2
34 38 18
34 39 14
34 40 -5
