100 2500
4 60 30
4 61 -1
4 62 -5
4 65 22
4 69 17
4 72 3
4 75 -3
4 79 24
4 80 19
4 81 23
4 82 7
4 84 18
4 87 8
4 88 1
4 89 28
4 90 20
4 91 1
4 95 2
4 96 7
4 97 29
5 6 9
5 8 3
5 11 29
5 12 -5
5 13 -2
5 17 16
5 18 2
5 20 29
5 23 13
5 24 -9
5 26 26
5 29 4
5 30 7
5 31 -10
5 32 -4
5 37 -10
5 38 12
5 39 3
5 40 -8
5 41 1
5 43 29
5 44 -7
5 46 21
5 48 30
5 49 6
5 50 18
5 53 24
5 55 -4
5 57 22
5 60 10
5 63 8
5 64 14
5 65 27
5 72 29
5 73 27
5 74 -1
5 77 22
5 81 27
5 82 28
5 84 23
5 86 1
5 90 5
5 91 6
5 93 10
5 96 -2
5 98 -2
5 99 4
6 7 -7
6 9 -4
6 10 21
6 14 -9
6 15 9
6 16 20
6 20 6
6 22 3
6 24 1
6 25 4
6 26 -8
6 27 22
6 30 1
6 32 -3
6 33 24
6 34 30
6 35 22
6 36 29
6 40 16
6 48 14
6 51 5
6 52 7
6 57 10
6 58 -8
6 59 22
6 61 30
6 62 30
6 63 28
6 64 -10
6 65 11
6 67 27
6 69 2
6 71 19
6 72 -1
6 73 8
6 74 20
6 77 -9
6 81 14
6 83 4
6 84 27
6 85 29
6 86 -9
6 87 17
6 89 10
6 94 -10
6 95 25
6 96 -7
7 8 26
7 9 10
7 13 6
7 19 4
7 21 22
7 24 23
7 26 22
7 27 -2
7 28 3
7 30 24
7 31 9
7 32 6
7 33 24
7 36 5
7 38 29
7 40 1
7 43 -7
7 44 7
7 46 17
7 47 23
7 53 -6
7 54 19
7 57 -5
7 58 20
7 59 -6
7 60 5
7 61 -9
7 62 18
7 69 16
7 70 27
7 71 20
7 72 1
7 73 19
7 78 7
7 80 -4
7 81 19
7 84 -8
7 86 17
7 87 27
7 89 17
7 91 6
7 93 -4
7 94 22
7 95 5
7 97 1
7 99 29
8 9 1
8 10 10
8 14 -6
8 15 22
8 16 -6
8 19 -6
8 20 -4
8 21 -4
8 22 19
8 24 -1
8 30 3
8 32 18
8 35 -9
8 36 17
8 40 23
8 42 -7
8 44 20
8 46 -8
8 47 -7
8 50 8
8 51 2
8 53 26
8 55 13
8 58 8
8 60 -7
8 62 -2
8 64 17
8 65 19
8 68 17
8 69 12
8 72 3
8 73 27
8 74 -6
8 75 23
8 78 27
8 79 4
8 80 17
8 81 1
8 84 11
8 86 1
8 89 14
8 90 -9
8 94 27
8 95 30
8 96 -5
8 99 6
9 10 -8
9 11 5
9 16 28
9 17 5
9 18 22
9 23 10
9 24 16
9 27 18
9 30 17
9 32 -2
9 33 25
9 34 -3
9 36 -7
9 38 14
9 41 18
9 43 25
9 44 19
9 48 16
9 51 4
9 53 -10
9 56 22
9 58 14
9 59 13
9 60 3
9 61 15
9 63 -5
9 65 3
9 66 7
9 67 8
9 68 1
9 70 10
9 72 -7
9 74 11
9 75 1
9 79 20
9 82 22
9 83 6
9 87 23
9 89 14
9 90 -8
9 91 23
9 92 -3
9 95 -7
9 97 24
9 99 -6
10 11 27
10 12 30
10 15 -2
10 16 7
10 17 -9
10 18 4
10 19 17
10 20 16
10 22 -5
10 23 20
10 26 4
10 27 -8
10 30 27
10 33 29
10 34 18
10 35 9
10 36 7
10 38 24
10 41 14
10 43 11
10 45 3
10 47 -10
10 52 29
10 53 -5
10 58 20
10 59 21
10 64 8
10 67 10
10 68 10
10 69 12
10 71 30
10 75 25
10 76 2
10 78 24
10 79 15
10 80 -5
10 83 19
10 87 18
10 88 29
10 91 12
10 92 15
10 93 11
10 94 13
10 95 -4
10 98 17
11 12 27
11 13 19
11 14 11
11 15 19
11 18 1
11 19 -6
11 20 1
11 21 8
11 27 12
11 29 1
11 30 -8
11 31 4
11 33 21
11 35 -2
11 37 -5
11 38 -4
11 41 23
11 47 21
11 49 -1
11 50 5
11 52 21
11 53 25
11 57 -10
11 58 10
11 59 -9
11 61 -9
11 63 7
11 64 9
11 69 10
11 74 27
11 75 22
11 76 1
11 77 19
11 78 29
11 81 11
11 83 -8
11 84 5
11 87 14
11 88 27
11 90 22
11 92 29
11 94 26
11 95 13
11 96 -10
12 13 21
12 14 21
12 15 25
12 16 5
12 18 15
12 19 16
12 20 -2
12 22 1
12 23 -10
12 25 26
12 28 4
12 29 15
12 34 1
12 35 27
12 36 4
12 40 -8
12 42 12
12 44 10
12 45 -6
12 46 13
12 47 6
12 49 22
12 51 7
12 53 15
12 54 22
12 58 10
12 59 -7
12 65 7
12 67 20
12 68 -2
12 69 4
12 72 1
12 73 20
12 74 11
12 77 22
12 79 27
12 83 27
12 87 22
12 88 19
12 89 1
12 90 -10
12 92 24
12 93 26
12 98 28
13 14 11
13 18 21
13 19 27
13 22 -6
13 23 1
13 25 22
13 27 18
13 28 6
13 29 -8
13 31 12
13 33 -5
13 34 -10
13 40 15
13 41 6
13 43 6
13 44 9
13 48 -5
13 50 23
13 52 18
13 55 -6
13 57 -5
13 59 1
13 61 19
13 63 -4
13 64 14
13 65 23
13 72 10
13 73 23
13 74 16
13 75 12
13 77 4
13 78 20
13 81 28
13 82 -10
13 84 9
13 86 -6
13 88 12
13 89 9
13 91 18
13 93 4
13 96 -8
13 97 22
13 99 18
14 15 4
14 17 25
14 18 -1
14 19 3
14 21 -6
14 22 4
14 23 7
14 24 1
14 25 6
14 26 29
14 27 12
14 30 -8
14 33 29
14 39 13
14 40 -9
14 41 2
14 44 10
14 45 -1
14 46 2
14 47 14
14 51 1
14 56 -6
14 63 30
14 65 24
14 66 15
14 68 9
14 70 18
14 72 12
14 74 4
14 75 27
14 76 19
14 77 7
14 79 18
14 80 -8
14 81 30
14 82 8
14 85 -1
14 87 10
14 88 24
14 93 11
14 97 -3
14 98 14
14 99 7
15 16 10
15 17 30
15 20 18
15 21 27
15 22 27
15 24 28
15 25 18
15 26 -8
15 28 -7
15 29 -5
15 31 29
15 33 21
15 34 -1
15 36 15
15 38 17
15 39 3
15 43 -6
15 44 11
15 45 -10
15 49 17
15 51 9
15 52 19
15 58 8
15 61 25
15 63 3
15 64 -7
15 67 1
15 68 10
15 69 29
15 72 12
15 78 8
15 79 1
15 80 15
15 83 10
15 85 25
15 87 28
15 89 15
15 91 19
15 92 4
15 93 12
15 95 -5
15 96 24
16 17 -4
16 20 30
16 21 6
16 22 1
16 24 17
16 27 -3
16 30 27
16 31 26
16 32 -2
16 35 -3
16 38 29
16 42 6
16 43 6
16 44 27
16 45 27
16 50 6
16 53 6
16 54 12
16 59 27
16 63 1
16 64 -4
16 65 -10
16 69 24
16 70 28
16 71 12
16 73 5
16 75 -6
16 76 11
16 77 24
16 79 -4
16 80 -1
16 81 -10
16 82 9
16 83 -10
16 84 3
16 86 9
16 88 -4
16 89 -3
16 90 25
16 91 19
16 92 -6
16 94 -4
17 18 27
17 23 7
17 24 6
17 25 30
17 27 17
17 28 -9
17 29 -9
17 30 19
17 32 19
17 36 -8
17 38 8
17 39 27
17 40 4
17 42 13
17 43 -3
17 44 19
17 47 23
17 49 17
17 51 7
17 52 -3
17 53 -1
17 57 1
17 58 5
17 60 6
17 66 19
17 74 17
17 75 23
17 76 -1
17 77 11
17 78 2
17 79 -1
17 81 -10
17 82 9
17 83 15
17 84 2
17 85 3
17 86 -5
17 87 27
17 91 27
17 94 -5
17 99 -9
18 19 21
18 20 -9
18 22 5
18 24 -4
18 28 15
18 29 22
18 30 5
18 31 -4
18 32 25
18 35 9
18 36 13
18 37 -2
18 38 24
18 40 -9
18 42 15
18 47 12
18 48 -4
18 50 -6
18 53 4
18 55 6
18 56 -8
18 58 18
18 60 29
18 62 10
18 63 22
18 64 10
18 66 20
18 67 12
18 70 2
18 71 14
18 72 30
18 73 5
18 77 24
18 78 6
18 79 3
18 82 -7
18 83 -6
18 84 -9
18 90 16
18 91 23
18 94 -7
19 20 29
19 21 23
19 24 7
19 25 3
19 27 3
19 28 15
19 31 26
19 34 5
19 35 22
19 38 -9
19 40 4
19 41 3
19 42 18
19 44 5
19 45 28
19 48 24
19 49 8
19 50 -8
19 52 -6
19 53 11
19 58 -8
19 59 23
19 60 4
19 62 -6
19 63 2
19 65 20
19 66 -8
19 68 1
19 72 16
19 74 -9
19 76 3
19 82 26
19 83 25
19 85 -7
19 87 12
19 89 25
19 90 15
19 95 -4
19 98 1
19 99 3
20 21 -4
20 31 17
20 34 12
20 37 22
20 39 17
20 41 6
20 43 13
20 44 -5
20 45 -7
20 49 1
20 52 11
20 54 7
20 55 15
20 59 13
20 60 22
20 63 3
20 64 -9
20 66 18
20 67 26
20 69 18
20 70 6
20 71 -2
20 73 13
20 74 26
20 75 -8
20 76 30
20 77 8
20 79 9
20 80 -10
20 81 -4
20 82 12
20 83 16
20 86 8
20 88 16
20 89 9
20 92 28
20 93 11
20 94 7
20 95 -8
20 99 11
21 22 24
21 23 6
21 24 10
21 26 -5
21 27 -2
21 28 -9
21 29 -3
21 31 20
21 32 18
21 33 13
21 38 14
21 39 18
21 43 17
21 45 23
21 50 23
21 51 2
21 56 6
21 58 23
21 59 13
21 60 2
21 62 4
21 63 30
21 67 25
21 69 16
21 70 16
21 71 21
21 74 21
21 75 18
21 77 -5
21 78 2
21 85 25
21 86 12
21 87 12
21 88 20
21 89 14
21 91 23
21 92 6
21 95 10
21 96 5
22 23 13
22 24 25
22 25 24
22 30 2
22 31 27
22 32 10
22 33 1
22 36 8
22 38 17
22 40 18
22 43 -2
22 44 10
22 45 16
22 49 25
22 52 22
22 55 2
22 56 30
22 57 2
22 58 -1
22 59 29
22 60 -10
22 65 1
22 66 -5
22 68 12
22 70 27
22 71 4
22 72 -7
22 76 11
22 77 -4
22 80 16
22 82 21
22 86 8
22 87 30
22 88 -2
22 89 27
22 91 24
22 94 4
22 97 26
22 99 -3
23 24 30
23 26 10
23 27 27
23 30 17
23 32 -5
23 36 6
23 38 20
23 39 11
23 40 3
23 44 -10
23 49 13
23 52 -6
23 54 14
23 55 26
23 57 8
23 59 1
23 62 21
23 63 -3
23 66 28
23 68 25
23 69 -2
23 72 15
23 73 27
23 74 -1
23 79 13
23 80 2
23 81 14
23 86 23
23 87 -9
23 89 -3
23 90 24
23 91 -8
23 93 16
23 94 -7
23 95 -5
23 96 25
23 98 -2
23 99 5
24 25 3
24 26 -1
24 28 16
24 30 15
24 32 19
24 33 -7
24 36 21
24 38 3
24 41 5
24 43 10
24 44 25
24 47 20
24 49 27
24 50 1
24 51 -6
24 58 26
24 62 6
24 64 21
24 65 -3
24 67 21
24 71 3
24 73 23
24 74 1
24 75 -3
24 76 16
24 77 -6
24 80 6
24 81 -3
24 82 3
24 83 20
24 84 24
24 87 15
24 89 -3
24 91 -7
24 93 -4
24 94 26
24 95 -3
24 96 21
25 26 -6
25 27 24
25 31 3
25 34 16
25 35 18
25 36 13
25 37 5
25 38 17
25 40 7
25 41 1
25 43 1
25 44 -6
25 45 4
25 46 27
25 47 17
25 48 16
25 49 -5
25 52 20
25 55 -4
25 57 16
25 58 22
25 60 -10
25 61 -3
25 62 22
25 63 1
25 64 2
25 67 6
25 70 29
25 72 23
25 75 -5
25 81 7
25 82 -4
25 86 1
25 89 30
25 90 23
25 97 1
25 99 18
26 27 28
26 30 16
26 32 12
26 33 -4
26 35 -7
26 37 6
26 39 5
26 45 19
26 46 -5
26 47 4
26 49 17
26 50 20
26 51 26
26 56 15
26 58 20
26 59 26
26 61 -7
26 63 23
26 65 23
26 66 29
26 68 10
26 69 29
26 71 -4
26 79 1
26 80 17
26 81 2
26 82 -9
26 83 16
26 85 1
26 87 -5
26 90 22
26 91 18
26 93 2
26 94 -4
26 95 22
26 96 -5
26 99 -10
27 28 15
27 32 22
27 33 13
27 36 8
27 37 -8
27 38 3
27 39 11
27 41 -2
27 42 -7
27 45 -2
27 47 -8
27 48 1
27 53 -5
27 54 12
27 59 12
27 62 30
27 63 -9
27 64 10
27 67 -7
27 69 17
27 70 5
27 71 -10
27 73 -6
27 75 6
27 76 23
27 78 18
27 81 20
27 82 28
27 83 29
27 85 -8
27 87 29
27 88 20
27 89 21
27 92 19
27 96 -9
27 98 -9
28 29 27
28 31 25
28 33 -10
28 34 -5
28 36 -5
28 37 -1
28 41 -4
28 42 12
28 44 29
28 46 21
28 48 -6
28 49 -8
28 50 22
28 52 15
28 53 2
28 55 4
28 56 1
28 57 25
28 58 4
28 61 4
28 63 7
28 66 20
28 67 9
28 68 14
28 72 16
28 75 30
28 76 17
28 77 11
28 78 19
28 79 -8
28 81 22
28 84 6
28 87 23
28 89 1
28 96 9
28 97 -7
29 30 15
29 33 -2
29 35 -6
29 36 26
29 37 19
29 38 27
29 39 -3
29 41 8
29 45 14
29 51 29
29 52 -9
29 54 1
29 55 -7
29 57 26
29 61 -6
29 64 1
29 65 13
29 66 22
29 69 14
29 71 17
29 74 21
29 75 7
29 77 29
29 78 3
29 79 16
29 80 6
29 81 16
29 87 4
29 89 15
29 91 11
29 92 23
29 95 23
29 96 -1
29 97 20
29 99 30
30 31 24
30 32 26
30 33 -6
30 36 24
30 41 -3
30 43 3
30 44 5
30 45 4
30 48 21
30 50 19
30 51 29
30 52 29
30 53 -7
30 57 25
30 58 -8
30 60 7
30 61 28
30 64 -10
30 66 14
30 71 17
30 72 19
30 73 19
30 78 30
30 79 4
30 81 2
30 82 7
30 83 -4
30 84 30
30 87 2
30 88 -3
30 89 20
30 92 18
30 93 23
30 95 18
30 96 -6
31 32 22
31 34 -9
31 35 16
31 36 17
31 37 19
31 38 -10
31 39 23
31 42 12
31 44 -3
31 48 -6
31 51 2
31 53 -8
31 54 14
31 55 1
31 57 22
31 58 21
31 59 -9
31 62 17
31 63 10
31 64 28
31 68 16
31 70 29
31 71 -5
31 74 4
31 76 -7
31 79 26
31 83 12
31 84 27
31 85 15
31 86 26
31 90 -4
31 91 29
31 92 21
31 95 24
32 33 23
32 35 1
32 37 8
32 39 8
32 41 -9
32 43 13
32 44 19
32 45 1
32 46 14
32 47 26
32 52 10
32 54 1
32 56 -5
32 57 -8
32 60 -2
32 61 24
32 64 4
32 71 -5
32 72 13
32 73 29
32 74 1
32 77 14
32 79 13
32 80 28
32 81 -7
32 83 12
32 85 -7
32 87 24
32 89 6
32 91 -3
32 93 29
32 97 4
32 98 26
32 99 27
33 34 16
33 35 3
33 36 21
33 39 -1
33 41 28
33 43 10
33 44 15
33 46 -4
33 47 13
33 48 6
33 49 9
33 50 -7
33 53 -5
33 56 -1
33 57 -3
33 59 -5
33 60 30
33 63 5
33 64 -1
33 65 25
33 67 1
33 69 -8
33 73 14
33 74 25
33 75 13
33 78 14
33 79 -1
33 84 1
33 85 -10
33 92 17
33 93 20
33 96 1
33 98 30
34 35 10
34 37 20
34 38 4
34 43 27
34 44 -7
34 46 21
34 47 13
34 52 2
34 54 -4
34 56 -3
34 58 -5
34 60 18
34 64 3
34 67 -5
34 68 6
34 69 25
34 71 23
34 72 17
34 73 16
34 75 19
34 76 5
34 77 14
34 78 13
34 81 22
34 84 11
34 85 1
34 87 23
34 88 13
34 89 -1
34 90 16
34 95 21
34 98 24
34 99 2
35 36 2
35 37 28
35 44 20
35 45 15
35 46 23
35 52 -1
35 55 23
35 56 17
35 57 1
35 60 16
35 61 27
35 62 3
35 63 -8
35 64 25
35 65 -4
35 67 -1
35 68 24
35 69 23
35 72 17
35 73 -4
35 74 -8
35 75 -6
35 77 -4
35 79 26
35 81 -2
35 83 17
35 84 4
35 85 23
35 86 25
35 91 17
35 97 -10
35 99 12
36 37 22
36 38 -6
36 40 22
36 43 29
36 48 4
36 49 19
36 50 10
36 53 22
36 54 29
36 56 23
36 59 26
36 60 30
36 62 9
36 64 28
36 66 13
36 67 -1
36 72 9
36 73 -8
36 74 4
36 77 29
36 78 20
36 79 21
36 81 26
36 82 1
36 85 -4
36 88 9
36 91 5
36 92 -4
36 93 20
36 94 21
36 97 -7
36 99 23
37 38 15
37 42 8
37 43 24
37 44 -10
37 45 30
37 47 -8
37 48 14
37 49 25
37 50 29
37 51 -1
37 53 -4
37 56 28
37 57 -6
37 58 30
37 59 11
37 60 3
37 61 23
37 62 26
37 66 -6
37 67 1
37 68 27
37 71 5
37 73 29
37 74 -2
37 87 30
37 88 22
37 91 14
37 92 -8
37 94 -9
37 97 26
37 98 1
38 39 15
38 40 15
38 41 27
38 42 16
38 43 16
38 44 -10
38 50 12
38 55 28
38 56 26
38 60 29
38 61 -4
38 63 23
38 64 27
38 66 13
38 68 5
38 69 -4
38 70 1
38 72 17
38 73 -7
38 77 8
38 78 27
38 79 23
38 81 17
38 82 7
38 84 22
38 85 14
38 87 27
38 89 12
38 90 23
38 91 -2
38 96 20
39 40 12
39 41 -9
39 43 -4
39 44 18
39 46 21
39 48 7
39 49 1
39 50 22
39 51 -8
39 53 -3
39 55 -9
39 56 27
39 57 -3
39 58 22
39 59 17
39 65 -7
39 67 -5
39 68 7
39 73 30
39 74 11
39 75 30
39 77 -3
39 81 25
39 83 16
39 89 6
39 91 -7
39 92 23
39 94 16
39 95 29
39 97 6
40 41 -4
40 42 26
40 44 16
40 45 14
40 47 3
40 48 21
40 50 25
40 53 25
40 55 20
40 61 -4
40 62 29
40 63 10
40 65 27
40 66 9
40 71 1
40 74 17
40 75 26
40 78 24
40 80 10
40 81 -3
40 82 6
40 83 13
40 84 20
40 86 3
40 89 8
40 91 22
40 92 1
40 96 15
40 97 -3
40 99 24
41 42 8
41 44 13
41 45 15
41 47 -2
41 48 2
41 50 -7
41 51 4
41 52 28
41 53 8
41 56 24
41 58 -6
41 60 28
41 64 -2
41 65 8
41 66 -2
41 71 29
41 72 15
41 73 3
41 74 16
41 84 29
41 86 13
41 87 25
41 88 -5
41 90 9
41 91 25
41 94 -2
41 96 6
41 98 13
41 99 12
42 43 21
42 45 16
42 46 11
42 47 8
42 48 11
42 50 -3
42 51 -4
42 52 -6
42 55 -4
42 59 5
42 60 -4
42 61 30
42 62 -4
42 64 -6
42 65 1
42 66 2
42 69 24
42 74 -6
42 75 14
42 80 1
42 82 25
42 84 11
42 86 1
42 89 -3
42 90 2
42 94 -4
42 95 3
42 97 -3
42 98 24
43 44 25
43 48 9
43 49 4
43 50 18
43 52 10
43 53 -4
43 54 13
43 56 22
43 57 9
43 58 1
43 59 20
43 61 1
43 64 6
43 65 14
43 66 15
43 67 6
43 68 -6
43 71 8
43 73 4
43 74 6
43 76 12
43 79 12
43 85 10
43 86 16
43 87 12
43 89 -3
43 94 15
43 97 -10
44 45 21
44 46 14
44 47 19
44 49 10
44 54 1
44 56 24
44 62 -2
44 65 -1
44 66 6
44 67 24
44 68 30
44 72 16
44 73 2
44 74 5
44 75 22
44 77 -9
44 78 13
44 80 -2
44 81 25
44 82 19
44 83 -8
44 86 12
44 89 21
44 90 14
44 93 11
44 94 28
44 96 24
44 99 5
45 46 1
45 51 14
45 55 16
45 58 8
45 62 3
45 63 15
45 65 17
45 69 -9
45 72 27
45 74 -6
45 75 22
45 76 10
45 78 2
45 79 5
45 80 3
45 81 21
45 82 7
45 83 29
45 85 1
45 86 24
45 88 13
45 89 23
45 93 10
45 94 1
45 96 2
45 97 24
45 98 4
46 47 17
46 48 19
46 49 8
46 50 23
46 51 1
46 52 21
46 57 1
46 58 16
46 60 22
46 63 20
46 64 26
46 68 -4
46 70 13
46 71 15
46 73 1
46 74 16
46 77 19
46 78 8
46 80 1
46 82 7
46 83 29
46 88 -3
46 91 3
46 92 11
46 93 4
46 97 5
46 99 -9
47 48 3
47 49 11
47 51 18
47 53 25
47 55 -1
47 56 26
47 60 24
47 63 -5
47 66 11
47 69 25
47 70 18
47 76 12
47 78 6
47 81 -2
47 82 22
47 83 -8
47 84 -8
47 85 7
47 86 -3
47 87 25
47 90 19
47 92 18
47 93 -5
47 94 6
47 96 -2
47 98 6
48 49 -9
48 54 8
48 56 29
48 59 1
48 60 -3
48 61 -3
48 62 12
48 64 11
48 67 11
48 68 -7
48 71 -9
48 72 -9
48 74 16
48 75 2
48 76 28
48 77 4
48 78 4
48 80 -1
48 84 1
48 86 28
48 90 19
48 91 26
48 92 2
48 95 -7
48 96 -9
48 99 -8
49 50 2
49 51 12
49 59 8
49 60 -5
49 61 22
49 63 5
49 66 25
49 67 6
49 68 -9
49 69 -1
49 72 8
49 74 1
49 77 4
49 78 18
49 80 6
49 83 4
49 86 17
49 87 10
49 88 26
49 90 3
49 93 1
49 94 -6
49 95 1
49 97 -8
49 98 8
50 51 1
50 52 16
50 56 15
50 59 14
50 60 13
50 61 -2
50 62 27
50 64 4
50 66 30
50 70 23
50 71 -6
50 75 14
50 78 19
50 81 1
50 86 9
50 87 -9
50 89 4
50 90 2
50 92 -7
50 93 3
50 94 25
50 95 15
50 96 9
50 98 1
50 99 19
51 52 -5
51 55 17
51 56 23
51 58 13
51 59 1
51 62 17
51 63 24
51 64 -7
51 65 -3
51 67 23
51 69 8
51 71 21
51 77 16
51 80 -4
51 81 -3
51 85 -8
51 86 24
51 87 23
51 89 14
51 92 -3
51 93 -4
51 94 21
51 96 24
51 97 27
52 53 -5
52 55 26
52 56 30
52 57 20
52 61 17
52 65 1
52 66 11
52 68 29
52 71 -5
52 72 -10
52 73 10
52 74 29
52 75 -7
52 78 3
52 80 6
52 81 13
52 84 -1
52 88 16
52 89 29
52 92 -7
52 94 11
52 95 21
52 98 22
52 99 -9
53 54 26
53 55 8
53 57 22
53 59 -3
53 60 22
53 63 -1
53 67 3
53 68 11
53 70 29
53 71 28
53 76 -7
53 80 -3
53 82 7
53 84 28
53 85 -9
53 87 11
53 88 22
53 90 10
53 91 12
53 93 25
53 96 16
53 97 27
53 99 15
54 55 3
54 56 9
54 59 19
54 60 18
54 61 6
54 65 1
54 66 26
54 70 22
54 71 22
54 72 7
54 76 29
54 77 10
54 78 1
54 81 26
54 83 -10
54 85 25
54 89 1
54 92 7
54 93 -10
54 94 9
54 95 17
54 98 25
54 99 10
55 56 1
55 59 19
55 60 8
55 61 -8
55 62 -1
55 63 -6
55 66 15
55 67 10
55 68 3
55 69 18
55 72 -8
55 74 22
55 75 2
55 77 11
55 78 -6
55 80 26
55 84 -8
55 85 1
55 86 -6
55 90 1
55 92 1
55 93 -9
56 57 26
56 61 14
56 63 29
56 65 -8
56 67 16
56 68 -8
56 69 20
56 70 11
56 71 28
56 77 17
56 78 26
56 80 26
56 83 -5
56 84 -7
56 85 -9
56 86 7
56 88 26
56 90 4
56 91 13
56 95 19
56 97 10
56 98 16
57 58 -5
57 59 4
57 60 23
57 62 20
57 63 6
57 68 18
57 69 19
57 72 -3
57 73 -9
57 74 19
57 78 20
57 82 13
57 83 -3
57 87 14
57 89 16
57 90 6
57 92 23
57 93 15
57 94 27
57 95 5
57 97 -5
58 59 -3
58 62 -8
58 63 11
58 67 6
58 71 -6
58 72 21
58 73 -8
58 74 26
58 75 21
58 76 16
58 77 2
58 80 -10
58 82 20
58 84 -6
58 86 18
58 87 27
58 89 -7
58 90 -5
58 91 18
58 93 6
58 95 9
59 60 -9
59 64 30
59 65 16
59 66 27
59 71 4
59 72 19
59 77 -2
59 78 13
59 79 1
59 80 27
59 81 26
59 84 3
59 87 -6
59 90 30
59 91 8
59 92 24
59 94 26
59 95 8
59 96 9
59 97 11
60 61 11
60 62 4
60 66 25
60 67 -7
60 68 24
60 70 8
60 72 12
60 75 17
60 78 -10
60 79 12
60 81 1
60 82 -10
60 84 -6
60 86 13
60 87 -6
60 92 5
60 94 3
60 95 1
60 97 11
60 99 -8
61 62 25
61 63 1
61 65 -6
61 66 3
61 67 5
61 70 28
61 72 -7
61 73 3
61 77 22
61 82 11
61 85 3
61 86 15
61 88 8
61 89 12
61 90 -5
61 93 16
61 94 -9
61 96 -7
61 99 -7
62 63 -8
62 64 -1
62 66 7
62 67 22
62 70 4
62 72 12
62 73 -2
62 78 -5
62 81 22
62 84 -10
62 85 18
62 87 30
62 88 27
62 89 1
62 90 -4
62 92 21
62 95 18
62 97 4
62 99 25
63 64 -7
63 65 -7
63 67 26
63 68 7
63 69 25
63 71 11
63 72 3
63 74 12
63 79 10
63 80 28
63 82 -5
63 85 1
63 89 1
63 90 17
63 93 16
63 96 20
63 97 -10
63 98 21
64 65 -7
64 68 23
64 70 10
64 71 -3
64 77 11
64 79 25
64 81 10
64 84 20
64 85 -7
64 88 29
64 90 30
64 91 -4
64 92 13
64 93 8
64 94 25
64 97 27
64 98 28
64 99 -10
65 66 -1
65 67 13
65 68 -9
65 70 15
65 72 -5
65 74 25
65 76 24
65 79 -10
65 80 28
65 83 1
65 84 18
65 87 -1
65 89 26
65 91 -6
65 95 -3
65 96 15
65 98 18
66 67 8
66 70 -3
66 71 7
66 72 -5
66 77 4
66 78 -10
66 80 9
66 83 19
66 85 5
66 87 -4
66 88 17
66 89 -6
66 90 -2
66 91 21
66 92 6
66 93 -8
66 95 24
67 68 23
67 69 12
67 71 22
67 72 1
67 74 -5
67 75 26
67 76 18
67 78 8
67 79 29
67 80 4
67 82 14
67 83 26
67 85 29
