100 540
30 79 -3
30 82 13
31 32 18
31 38 -7
31 43 5
31 55 12
31 68 9
31 77 2
31 85 1
32 33 9
32 34 19
32 45 -5
32 50 27
32 68 -3
32 82 28
32 92 17
33 34 2
33 35 7
33 46 29
33 57 -7
33 70 26
33 76 -9
33 86 26
34 35 27
34 50 20
34 52 -5
34 65 18
34 79 18
34 86 12
34 95 8
35 36 12
35 39 29
35 40 1
35 42 18
35 60 -9
35 80 -1
35 86 8
36 37 30
36 40 -6
36 49 8
36 61 -10
36 70 16
36 89 7
36 96 4
37 38 -9
37 60 16
37 63 12
37 87 -3
37 90 3
37 92 15
37 99 -6
38 39 23
38 61 26
38 67 21
38 69 9
38 73 19
38 76 -3
38 96 14
39 40 17
39 42 17
39 54 -5
39 78 30
39 85 27
39 87 -1
40 41 8
40 54 19
40 55 -6
40 66 13
40 92 -2
40 96 9
41 42 -6
41 51 19
41 63 14
41 69 14
41 93 26
41 95 -8
42 43 -1
42 69 -5
42 73 12
42 87 1
42 91 19
42 98 -8
43 44 -10
43 71 22
43 85 4
43 90 -8
43 93 16
43 97 -8
44 45 10
44 60 18
44 64 5
44 80 26
44 95 19
44 99 -4
45 46 19
45 66 -5
45 79 -4
45 80 12
45 82 22
45 96 22
46 47 8
46 57 25
46 68 1
46 76 2
46 77 30
46 89 2
47 48 14
47 82 11
47 85 30
47 95 28
47 96 6
47 97 8
48 49 9
48 54 -7
48 56 3
48 71 26
48 81 18
48 97 3
49 50 1
49 82 30
49 85 12
49 88 13
49 90 20
50 51 -5
50 55 10
50 75 24
50 89 22
50 95 -4
51 52 1
51 58 24
51 67 4
51 86 -4
51 90 -5
52 53 -10
52 67 3
52 69 22
52 74 14
52 82 27
53 54 22
53 55 13
53 64 9
53 77 12
53 96 5
54 55 17
54 62 27
54 63 14
54 65 19
54 70 10
55 56 24
55 57 15
55 60 23
55 63 29
55 97 -6
56 57 1
56 72 5
56 76 26
56 88 19
56 94 17
57 58 1
57 66 -10
57 71 24
57 94 11
57 96 -2
58 59 -5
58 64 5
58 70 4
58 86 10
58 95 -1
59 60 30
59 69 -3
59 91 22
59 92 1
60 61 11
60 82 17
60 83 24
60 89 1
61 62 10
61 68 18
61 74 22
61 85 1
62 63 22
62 70 -1
62 72 29
62 85 14
63 64 12
63 79 -8
63 83 16
63 95 -6
64 65 26
64 81 -7
64 89 13
64 94 28
65 66 2
65 82 7
65 84 21
65 95 18
66 67 -5
66 75 -3
66 78 1
66 89 -3
67 68 -5
67 88 14
67 94 25
67 95 26
68 69 4
68 72 -1
68 89 -2
68 90 5
69 70 25
69 87 -3
69 88 -5
70 71 28
70 73 5
70 83 28
71 72 -1
71 81 -7
71 91 1
72 73 2
72 86 29
72 97 3
73 74 20
73 92 8
73 95 19
74 75 -8
74 89 -2
74 92 29
75 76 27
75 77 3
75 99 13
76 77 20
76 79 22
76 92 30
77 78 17
77 80 -10
77 82 -5
78 79 19
78 80 4
78 87 20
79 80 26
79 92 -3
80 81 16
80 94 8
81 82 9
81 84 -10
82 83 16
82 91 23
83 84 7
83 94 25
84 85 -7
84 92 -4
85 86 29
85 99 18
86 87 1
86 94 -1
87 88 10
87 95 29
88 89 19
88 97 6
89 90 -8
90 91 24
91 92 27
92 93 27
93 94 21
94 95 28
95 96 30
96 97 4
97 98 27
98 99 28
