1000 50400
3 207 4
3 222 -4
3 232 3
3 238 -2
3 260 10
3 261 7
3 273 1
3 330 1
3 336 10
3 338 -5
3 345 8
3 351 -10
3 352 1
3 354 7
3 356 10
3 357 -5
3 375 -3
3 387 3
3 392 -10
3 443 7
3 456 2
3 457 -10
3 468 -8
3 477 -3
3 485 8
3 492 -5
3 498 1
3 533 -3
3 557 -9
3 559 -1
3 568 -8
3 570 -10
3 572 -6
3 594 -8
3 595 2
3 597 10
3 624 10
3 625 8
3 630 1
3 631 -6
3 637 -8
3 656 1
3 665 -9
3 676 10
3 698 -6
3 715 -4
3 716 2
3 724 9
3 727 4
3 733 5
3 734 -1
3 736 7
3 741 -7
3 745 2
3 758 3
3 762 -6
3 773 -7
3 800 -1
3 805 6
3 832 6
3 833 7
3 838 -4
3 845 5
3 855 -10
3 858 10
3 871 5
3 885 -5
3 887 -10
3 889 -7
3 905 -6
3 914 -7
3 917 -6
3 919 -3
3 920 4
3 922 -2
3 951 4
3 958 -9
3 960 10
3 976 -1
3 992 -2
3 993 1
4 5 -10
4 61 10
4 84 5
4 92 9
4 100 -1
4 105 8
4 118 -4
4 125 2
4 135 -2
4 145 -7
4 149 -3
4 160 -7
4 161 4
4 185 1
4 193 6
4 199 2
4 203 7
4 226 -9
4 231 -4
4 270 10
4 282 1
4 288 -1
4 299 3
4 303 2
4 309 4
4 318 -6
4 328 -1
4 349 -3
4 351 -9
4 363 -9
4 365 8
4 368 4
4 382 -10
4 392 -1
4 422 -8
4 423 9
4 426 -8
4 431 6
4 465 5
4 467 -4
4 479 10
4 484 2
4 511 -5
4 522 4
4 537 -6
4 538 9
4 540 2
4 541 -2
4 542 10
4 563 8
4 584 7
4 589 -3
4 604 -2
4 605 -10
4 615 1
4 624 10
4 633 -4
4 645 -4
4 653 8
4 670 -2
4 672 -9
4 678 8
4 691 -10
4 704 10
4 705 -1
4 709 -8
4 718 10
4 730 1
4 737 -6
4 762 4
4 767 -3
4 774 1
4 784 -2
4 792 -2
4 804 -2
4 807 2
4 813 -2
4 814 -7
4 815 -9
4 823 -10
4 826 -7
4 835 6
4 837 -10
4 839 -3
4 862 9
4 865 -1
4 873 -8
4 883 -1
4 913 1
4 916 4
4 925 -9
4 934 3
4 957 -6
4 959 -10
4 965 10
4 973 4
4 977 -1
4 982 2
4 993 3
4 999 -2
5 6 -3
5 9 -6
5 20 5
5 26 5
5 37 -7
5 57 -1
5 59 4
5 81 1
5 83 8
5 84 -4
5 89 7
5 100 -4
5 124 8
5 133 7
5 143 4
5 145 -8
5 158 -8
5 161 5
5 169 -2
5 173 -8
5 178 -10
5 192 -9
5 194 -6
5 209 -6
5 218 6
5 227 7
5 235 -10
5 241 8
5 247 10
5 268 9
5 278 5
5 280 3
5 288 -5
5 289 -6
5 296 -3
5 299 7
5 321 4
5 366 -6
5 380 7
5 395 -8
5 410 -10
5 411 8
5 432 1
5 435 7
5 459 5
5 467 7
5 468 5
5 496 1
5 506 8
5 507 8
5 511 6
5 514 10
5 542 -4
5 546 1
5 554 -2
5 567 -7
5 577 1
5 588 4
5 590 -4
5 605 9
5 607 4
5 625 9
5 641 9
5 645 1
5 646 -9
5 665 9
5 671 -5
5 678 8
5 688 3
5 704 2
5 705 4
5 725 -6
5 751 5
5 766 -5
5 768 -6
5 771 -2
5 777 10
5 791 2
5 797 8
5 804 1
5 814 -6
5 816 -5
5 824 -9
5 826 1
5 834 -7
5 836 1
5 854 -6
5 865 -5
5 878 8
5 880 -9
5 883 6
5 888 -7
5 920 -8
5 932 1
5 949 -10
5 957 3
5 974 -1
5 976 -5
5 988 10
5 998 1
6 7 -6
6 53 9
6 62 9
6 64 -5
6 72 -9
6 75 -9
6 79 8
6 81 -8
6 86 -8
6 104 1
6 114 8
6 118 -8
6 122 9
6 143 6
6 145 4
6 147 -4
6 166 2
6 171 -9
6 179 9
6 184 9
6 192 1
6 222 -3
6 229 -5
6 231 -2
6 247 5
6 288 4
6 299 -6
6 308 1
6 313 -9
6 315 1
6 320 10
6 327 2
6 335 -10
6 337 3
6 363 4
6 368 9
6 377 3
6 391 1
6 400 7
6 411 -10
6 414 -8
6 416 5
6 424 3
6 427 8
6 437 -5
6 444 -10
6 447 -10
6 460 10
6 484 2
6 491 -7
6 501 4
6 505 -3
6 510 -7
6 518 -6
6 532 4
6 533 7
6 541 -7
6 555 8
6 556 -9
6 557 1
6 579 10
6 585 1
6 589 -5
6 593 4
6 598 -8
6 618 8
6 620 -9
6 622 8
6 641 -4
6 661 -10
6 671 5
6 679 -5
6 703 -1
6 706 -6
6 715 -4
6 735 -7
6 749 -5
6 751 -9
6 753 8
6 754 1
6 758 -4
6 766 8
6 783 -3
6 789 6
6 800 -7
6 836 -2
6 852 5
6 858 -6
6 874 8
6 879 -8
6 885 -8
6 891 8
6 896 -7
6 902 -1
6 905 -5
6 944 -4
6 951 7
6 977 8
6 981 2
6 997 1
7 8 2
7 23 7
7 24 2
7 37 -4
7 57 7
7 72 7
7 83 6
7 94 6
7 98 1
7 99 -2
7 111 3
7 137 -1
7 151 9
7 152 2
7 153 3
7 163 8
7 171 5
7 177 3
7 194 -10
7 198 10
7 201 5
7 205 3
7 207 3
7 209 6
7 211 10
7 228 1
7 244 1
7 247 -7
7 254 1
7 266 -6
7 282 1
7 284 -6
7 314 -10
7 326 -3
7 347 -1
7 357 -3
7 365 10
7 372 5
7 377 -5
7 395 1
7 398 5
7 401 -10
7 410 3
7 440 -7
7 443 -4
7 445 -4
7 448 -2
7 464 3
7 465 -5
7 466 6
7 468 -8
7 470 9
7 478 3
7 489 -9
7 505 3
7 509 7
7 528 -2
7 547 1
7 555 10
7 583 -5
7 600 4
7 602 9
7 604 -9
7 610 1
7 622 1
7 629 3
7 631 -6
7 634 -5
7 643 10
7 651 2
7 654 -8
7 659 1
7 673 -9
7 677 -9
7 703 8
7 749 -8
7 750 3
7 761 -10
7 769 -5
7 775 3
7 795 10
7 800 -1
7 807 -2
7 818 8
7 823 -10
7 829 -7
7 839 10
7 852 4
7 867 -10
7 878 2
7 909 1
7 910 6
7 913 -8
7 922 4
7 930 -2
7 953 -4
7 974 3
7 978 -6
7 979 -4
7 984 1
8 9 2
8 19 1
8 26 5
8 29 1
8 32 7
8 50 6
8 55 10
8 69 -4
8 85 5
8 95 8
8 97 -3
8 117 -1
8 119 -3
8 136 -8
8 142 -8
8 152 -6
8 156 -6
8 158 -3
8 173 -5
8 177 4
8 191 8
8 203 -10
8 214 10
8 215 3
8 237 6
8 246 -8
8 249 5
8 264 -8
8 279 -5
8 315 1
8 325 -7
8 331 -2
8 335 -8
8 344 1
8 365 -10
8 373 7
8 382 6
8 392 -6
8 422 -9
8 430 -6
8 438 -4
8 455 8
8 456 -4
8 458 -8
8 484 9
8 485 -3
8 488 -10
8 492 9
8 502 -6
8 511 5
8 530 8
8 534 -3
8 536 3
8 548 4
8 554 -6
8 569 5
8 580 4
8 584 2
8 593 -5
8 615 -4
8 624 7
8 664 -9
8 675 3
8 676 -5
8 696 -3
8 703 -7
8 715 1
8 719 2
8 728 6
8 734 -6
8 793 5
8 795 3
8 797 1
8 808 2
8 810 10
8 813 -3
8 825 -6
8 834 3
8 836 -7
8 849 7
8 853 3
8 858 -1
8 882 -9
8 890 10
8 897 2
8 902 -4
8 914 6
8 933 -2
8 936 -10
8 947 -2
8 949 -3
8 954 9
8 958 5
8 962 1
8 963 -6
8 965 1
8 984 -9
8 985 -10
8 991 2
8 992 1
9 10 -10
9 46 5
9 55 -8
9 57 8
9 60 -3
9 62 5
9 63 -2
9 70 9
9 74 1
9 82 -3
9 99 -1
9 110 1
9 121 5
9 130 -8
9 135 -7
9 138 -7
9 143 -6
9 146 -10
9 149 6
9 155 5
9 163 1
9 174 3
9 205 -8
9 223 -5
9 225 -8
9 233 4
9 236 3
9 237 -5
9 244 -3
9 304 -3
9 305 -10
9 319 1
9 320 7
9 336 8
9 351 7
9 354 1
9 364 -7
9 365 7
9 385 8
9 393 -2
9 423 -3
9 428 -9
9 429 9
9 431 7
9 440 1
9 442 -2
9 459 10
9 465 -3
9 469 -7
9 472 -9
9 481 -9
9 507 6
9 516 1
9 525 -3
9 528 -4
9 538 -3
9 549 10
9 571 1
9 578 -2
9 583 3
9 587 8
9 598 -9
9 611 -3
9 625 4
9 626 3
9 664 -8
9 695 -6
9 719 -2
9 725 6
9 726 -2
9 737 3
9 746 10
9 752 -4
9 768 -6
9 782 -10
9 785 -6
9 787 6
9 800 1
9 806 1
9 819 3
9 832 -1
9 862 -5
9 864 -1
9 869 6
9 870 10
9 877 -6
9 892 -3
9 907 2
9 930 -4
9 937 10
9 947 1
9 948 -5
9 951 -6
9 952 9
9 960 -10
9 967 -10
9 973 2
9 978 3
9 995 8
10 11 7
10 17 -10
10 21 -2
10 29 3
10 39 6
10 62 6
10 75 7
10 91 4
10 94 -1
10 101 -5
10 113 -5
10 121 1
10 124 4
10 148 -6
10 163 8
10 176 8
10 178 6
10 181 1
10 193 8
10 221 -4
10 224 7
10 225 -4
10 254 4
10 255 -7
10 263 -7
10 273 -4
10 276 7
10 288 -6
10 293 7
10 298 -3
10 322 -10
10 323 10
10 334 2
10 364 1
10 373 -4
10 381 4
10 388 -7
10 403 -10
10 405 1
10 417 -3
10 464 2
10 470 -8
10 471 -8
10 477 9
10 484 -6
10 485 -10
10 489 1
10 494 -6
10 497 10
10 508 3
10 518 3
10 525 -10
10 543 1
10 547 -7
10 549 1
10 558 -2
10 614 1
10 621 3
10 622 -4
10 625 -2
10 626 -7
10 643 -3
10 658 4
10 670 -5
10 672 8
10 676 6
10 688 -2
10 713 6
10 716 8
10 719 4
10 738 -4
10 739 1
10 741 8
10 749 9
10 759 10
10 771 5
10 780 -7
10 797 6
10 803 -1
10 818 -4
10 821 -10
10 840 3
10 849 2
10 857 1
10 882 -2
10 887 -10
10 890 4
10 893 -5
10 909 -6
10 912 -5
10 917 -9
10 919 3
10 925 -8
10 933 -2
10 940 3
10 947 -5
10 957 -3
10 959 3
10 963 -10
11 12 -4
11 14 1
11 41 2
11 52 9
11 56 -8
11 60 -5
11 65 -1
11 76 10
11 82 1
11 93 6
11 96 -7
11 99 3
11 101 1
11 108 -6
11 114 8
11 134 9
11 141 7
11 145 3
11 146 10
11 157 2
11 158 8
11 164 9
11 169 -1
11 185 -10
11 187 8
11 218 -8
11 221 4
11 228 9
11 229 2
11 232 2
11 245 -8
11 273 -4
11 278 -4
11 280 6
11 281 5
11 293 1
11 301 1
11 322 7
11 336 -6
11 347 7
11 372 2
11 375 -10
11 389 -6
11 397 2
11 408 5
11 412 10
11 419 -4
11 421 10
11 454 -3
11 466 -9
11 470 8
11 473 -5
11 478 -7
11 482 10
11 484 -1
11 521 -1
11 554 -9
11 581 3
11 599 7
11 606 6
11 613 -5
11 619 9
11 623 1
11 628 -9
11 653 -3
11 657 -9
11 676 2
11 685 -10
11 687 -8
11 697 -9
11 717 4
11 718 4
11 724 1
11 732 -2
11 733 4
11 742 9
11 751 -6
11 762 8
11 769 -1
11 798 6
11 809 -3
11 819 10
11 846 1
11 856 7
11 864 4
11 869 -10
11 873 -2
11 889 -3
11 893 -7
11 898 5
11 901 -10
11 911 7
11 933 -1
11 942 -9
11 952 2
11 973 -4
11 980 7
11 985 -5
11 986 -8
12 13 8
12 17 1
12 20 -9
12 29 6
12 31 -2
12 33 6
12 60 10
12 64 -3
12 87 -4
12 105 -8
12 118 -3
12 135 6
12 163 1
12 173 -8
12 189 -8
12 208 -1
12 230 6
12 239 -9
12 268 -4
12 273 -5
12 278 -1
12 282 2
12 284 -5
12 334 -6
12 346 2
12 357 -3
12 370 2
12 378 -2
12 388 1
12 425 3
12 445 2
12 447 4
12 462 5
12 479 -10
12 499 10
12 505 5
12 513 3
12 522 -5
12 523 10
12 524 2
12 536 -2
12 549 9
12 554 9
12 560 9
12 562 6
12 564 7
12 572 -4
12 587 -4
12 588 -8
12 593 -7
12 595 6
12 605 9
12 606 2
12 612 10
12 621 -10
12 639 7
12 640 -5
12 648 -5
12 652 -6
12 656 -1
12 658 1
12 662 7
12 666 -7
12 681 -1
12 689 -9
12 697 -5
12 716 3
12 717 1
12 725 -7
12 735 7
12 749 7
12 753 10
12 755 -2
12 760 2
12 771 -2
12 775 1
12 780 -7
12 782 -4
12 804 -8
12 807 -3
12 814 10
12 854 -6
12 862 -3
12 863 9
12 864 5
12 879 1
12 886 4
12 892 9
12 899 1
12 904 -4
12 905 2
12 913 -1
12 914 -3
12 924 6
12 929 -6
12 942 2
12 949 10
12 983 3
12 985 -5
13 14 -6
13 21 4
13 32 -1
13 34 10
13 45 4
13 53 -3
13 64 9
13 67 10
13 72 9
13 90 -5
13 98 1
13 99 2
13 155 -9
13 161 -7
13 163 8
13 171 4
13 180 -3
13 201 -8
13 204 -1
13 213 -4
13 225 7
13 233 -4
13 238 -4
13 259 5
13 264 -9
13 274 4
13 285 6
13 291 -9
13 308 -1
13 321 -2
13 327 -10
13 328 -4
13 345 -8
13 369 10
13 390 3
13 392 5
13 396 -6
13 397 2
13 401 3
13 453 -10
13 455 -8
13 462 3
13 466 -7
13 476 -3
13 487 -3
13 493 -5
13 499 1
13 508 7
13 512 -1
13 519 -9
13 534 10
13 540 1
13 554 9
13 558 2
13 561 10
13 576 3
13 578 6
13 587 4
13 596 -1
13 598 8
13 603 -1
13 648 -10
13 677 5
13 688 1
13 691 8
13 702 -9
13 705 3
13 710 8
13 712 -4
13 714 7
13 737 9
13 744 1
13 746 8
13 790 -6
13 794 -3
13 804 -5
13 822 -4
13 829 2
13 832 9
13 835 -3
13 841 -6
13 844 -7
13 853 5
13 857 -2
13 861 2
13 864 4
13 872 7
13 897 1
13 902 -2
13 905 1
13 907 -3
13 930 3
13 939 10
13 947 -9
13 948 -7
13 951 -4
13 968 -6
13 986 7
13 999 7
14 15 -3
14 27 5
14 31 1
14 45 4
14 99 6
14 124 -10
14 128 -4
14 130 1
14 134 -3
14 139 -10
14 151 3
14 154 -1
14 160 -7
14 182 -3
14 194 4
14 204 -6
14 222 -9
14 227 5
14 243 -4
14 257 -5
14 275 1
14 280 -9
14 292 10
14 297 -9
14 302 -5
14 336 1
14 360 5
14 368 -6
14 375 6
14 377 -10
14 378 7
14 384 10
14 396 10
14 403 1
14 415 5
14 418 -5
14 445 9
14 462 -9
14 466 -8
14 473 -8
14 480 1
14 482 -5
14 503 -5
14 505 -4
14 506 3
14 517 -6
14 539 7
14 546 3
14 554 7
14 569 -6
14 581 1
14 586 7
14 592 -5
14 599 5
14 600 -7
14 613 1
14 634 8
14 653 -6
14 664 2
14 668 -3
14 670 1
14 676 6
14 679 -5
14 682 2
14 701 -6
14 703 -1
14 709 -10
14 725 4
14 735 -7
14 736 8
14 737 -10
14 740 7
14 759 -4
14 777 -8
14 778 4
14 783 1
14 785 -3
14 789 5
14 801 -3
14 813 -4
14 823 1
14 835 9
14 852 1
14 857 -2
14 872 8
14 899 1
14 905 2
14 912 2
14 917 -7
14 937 -4
14 944 8
14 945 -8
14 956 -7
14 959 -2
14 971 -2
14 972 -5
14 973 4
14 984 -2
14 995 8
15 16 -5
15 27 4
15 37 4
15 38 6
15 44 6
15 52 1
15 59 8
15 60 3
15 65 -4
15 75 -8
15 84 -7
15 86 -7
15 97 -10
15 99 -6
15 107 5
15 123 -5
15 124 -10
15 126 -2
15 134 -1
15 140 -9
15 147 -9
15 158 9
15 165 -8
15 175 -10
15 183 -8
15 190 3
15 193 10
15 209 -3
15 213 -9
15 219 -5
15 224 3
15 228 -6
15 244 -6
15 259 -3
15 261 8
15 263 -5
15 274 4
15 291 -2
15 303 7
15 319 -6
15 342 1
15 346 8
15 359 2
15 394 7
15 399 -4
15 400 3
15 420 8
15 423 6
15 447 -9
15 453 10
15 454 10
15 455 -10
15 460 7
15 461 4
15 462 -6
15 468 -9
15 472 -5
15 485 -8
15 529 4
15 559 -1
15 565 -2
15 581 7
15 592 -3
15 606 -5
15 610 -6
15 618 8
15 630 1
15 634 -7
15 642 1
15 669 3
15 671 -4
15 682 3
15 690 -4
15 694 -2
15 706 5
15 714 -1
15 761 -10
15 779 2
15 786 -7
15 801 8
15 808 4
15 811 -1
15 825 -7
15 826 -8
15 827 3
15 835 10
15 843 -2
15 844 -4
15 859 -4
15 881 1
15 896 -6
15 904 5
15 910 9
15 917 8
15 923 -2
15 941 -8
15 950 8
15 957 -6
15 963 -6
16 17 1
16 35 10
16 41 10
16 42 1
16 43 1
16 58 -9
16 60 -10
16 68 -6
16 74 7
16 75 8
16 81 1
16 94 4
16 117 4
16 127 -8
16 131 1
16 136 9
16 139 4
16 142 1
16 149 1
16 168 1
16 173 -4
16 181 -5
16 188 -9
16 202 2
16 206 2
16 232 2
16 233 -3
16 234 -2
16 237 -10
16 269 -8
16 306 2
16 309 -2
16 311 4
16 351 -1
16 368 -3
16 397 -4
16 406 8
16 414 7
16 417 -5
16 418 -7
16 426 6
16 440 -3
16 453 -6
16 454 -9
16 464 7
16 468 10
16 486 3
16 491 4
16 509 6
16 511 8
16 529 -3
16 537 10
16 569 8
16 572 1
16 578 -8
16 594 -8
16 599 -1
16 602 10
16 608 -3
16 651 1
16 680 2
16 698 -9
16 699 -3
16 712 -7
16 713 10
16 724 -10
16 733 4
16 751 -8
16 756 3
16 767 6
16 768 -8
16 771 10
16 775 8
16 788 -10
16 797 -5
16 799 2
16 802 -8
16 803 8
16 804 -10
16 807 -1
16 818 6
16 824 1
16 863 7
16 869 3
16 876 -8
16 891 6
16 892 1
16 893 1
16 899 2
16 930 -6
16 945 -6
16 946 -8
16 951 -9
16 954 2
16 962 2
16 963 -6
16 971 -1
16 986 -7
16 994 1
17 18 3
17 28 6
17 51 -7
17 54 1
17 56 5
17 74 4
17 77 9
17 83 1
17 89 7
17 114 -10
17 159 -1
17 168 -6
17 172 1
17 182 -1
17 226 -7
17 236 -2
17 257 -8
17 267 5
17 268 -3
17 271 -6
17 277 1
17 281 -10
17 293 10
17 300 -4
17 329 -10
17 332 -7
17 334 7
17 340 -10
17 344 3
17 361 1
17 371 -2
17 380 -5
17 384 5
17 407 9
17 408 -4
17 431 -1
17 452 4
17 456 -6
17 461 8
17 462 -1
17 465 -7
17 466 3
17 482 -5
17 498 -7
17 504 10
17 505 -6
17 521 1
17 526 7
17 535 1
17 537 -2
17 556 -8
17 559 1
17 560 -4
17 586 -3
17 591 9
17 636 -5
17 643 9
17 646 9
17 654 8
17 656 2
17 661 -4
17 667 -7
17 679 5
17 688 9
17 700 -2
17 701 9
17 712 8
17 726 6
17 728 -4
17 730 -9
17 739 -3
17 744 7
17 747 -8
17 755 -8
17 756 1
17 768 3
17 773 -7
17 774 6
17 783 -5
17 793 -10
17 810 2
17 813 -6
17 835 7
17 853 -1
17 863 1
17 868 -8
17 879 -3
17 885 8
17 890 -8
17 898 6
17 909 -8
17 921 -1
17 938 -7
17 943 -5
17 954 -8
17 968 -9
17 980 -2
17 982 5
17 993 -3
18 19 7
18 23 5
18 25 -5
18 26 -3
18 27 8
18 41 3
18 46 7
18 55 -6
18 60 -7
18 62 9
18 75 -1
18 81 4
18 91 -8
18 94 -9
18 95 -2
18 97 -6
18 122 -8
18 123 9
18 135 4
18 147 -7
18 149 7
18 150 3
18 152 -1
18 154 -8
18 157 -10
18 162 2
18 164 8
18 166 -3
18 174 -6
18 191 -2
18 197 -9
18 200 -10
18 220 10
18 229 2
18 233 -4
18 234 -10
18 236 7
18 240 -6
18 243 -10
18 246 5
18 252 3
18 263 4
18 268 4
18 304 -8
18 325 -2
18 335 -10
18 358 -3
18 381 1
18 400 -4
18 416 -5
18 435 3
18 438 -9
18 444 -7
18 448 -5
18 453 -3
18 473 -9
18 502 -8
18 508 -3
18 509 -1
18 532 -7
18 537 1
18 538 10
18 550 10
18 579 7
18 581 6
18 607 -2
18 608 7
18 618 5
18 636 -2
18 647 -9
18 654 1
18 666 -3
18 692 10
18 699 6
18 710 -6
18 712 5
18 719 6
18 726 -6
18 742 1
18 753 -10
18 774 -4
18 805 4
18 812 6
18 837 4
18 840 -7
18 903 9
18 904 6
18 913 -1
18 916 6
18 920 -2
18 924 2
18 926 -10
18 940 4
18 975 -7
18 978 -4
18 980 -6
18 983 10
18 995 -8
18 997 10
19 20 -2
19 25 -7
19 28 -2
19 34 -7
19 39 -4
19 45 1
19 50 1
19 74 5
19 80 -3
19 87 -3
19 110 5
19 112 10
19 129 -3
19 160 9
19 171 9
19 176 5
19 177 -6
19 181 -3
19 188 -9
19 229 -6
19 237 3
19 239 6
19 263 -6
19 268 1
19 281 -8
19 286 7
19 295 1
19 319 -10
19 320 -6
19 385 7
19 386 -7
19 398 6
19 408 2
19 424 9
19 444 -1
19 446 -6
19 458 -10
19 463 -1
19 470 1
19 474 7
19 483 10
19 496 -2
19 505 5
19 523 -9
19 533 -6
19 538 -8
19 541 2
19 554 -10
19 574 5
19 579 9
19 594 5
19 597 6
19 598 -3
19 607 4
19 622 -4
19 642 1
19 644 -4
19 649 2
19 672 2
19 673 -3
19 679 7
19 682 -1
19 683 -7
19 694 -2
19 714 -3
19 719 -4
19 724 9
19 725 1
19 726 4
19 744 -10
19 746 -4
19 756 3
19 769 -6
19 770 -5
19 785 1
19 793 5
19 799 -2
19 812 8
19 814 -1
19 833 1
19 852 6
19 854 -10
19 884 -3
19 891 -4
19 893 6
19 900 6
19 901 5
19 907 1
19 910 -7
19 919 -2
19 924 3
19 934 2
19 939 -10
19 943 -3
19 945 -4
19 965 -5
19 970 1
19 980 2
20 21 4
20 56 -5
20 58 2
20 60 -5
20 91 10
20 92 -8
20 98 -10
20 100 -8
20 103 6
20 146 6
20 148 10
20 160 9
20 164 3
20 184 -4
20 189 -4
20 192 2
20 262 -4
20 267 -4
20 268 -2
20 273 -10
20 286 4
20 287 2
20 295 6
20 302 -6
20 337 8
20 338 -9
20 353 1
20 354 7
20 358 -1
20 369 -7
20 379 -6
20 382 9
20 404 3
20 410 -5
20 419 1
20 422 -7
20 437 -1
20 439 1
20 442 3
20 456 1
20 462 5
20 465 1
20 467 3
20 471 -5
20 491 -9
20 500 -9
20 503 -5
20 508 -5
20 509 10
20 517 7
20 519 -9
20 529 7
20 536 -7
20 557 10
20 559 -1
20 588 -10
20 594 -10
20 601 6
20 604 -7
20 611 -1
20 614 4
20 616 -3
20 625 -3
20 641 -9
20 646 -10
20 655 8
20 672 1
20 683 1
20 687 -9
20 704 3
20 722 -4
20 739 5
20 758 10
20 764 -5
20 767 3
20 785 -1
20 796 6
20 816 9
20 817 1
20 818 6
20 865 6
20 870 -9
20 873 5
20 874 10
20 875 -5
20 889 1
20 891 -2
20 899 -4
20 900 1
20 902 2
20 910 6
20 936 -10
20 938 1
20 940 -8
20 945 -10
20 949 -6
20 956 -3
20 988 -9
21 22 -5
21 46 -7
21 47 -6
21 48 -10
21 57 -3
21 63 -7
21 66 -1
21 70 -5
21 82 -4
21 102 -8
21 129 -6
21 137 -7
21 144 8
21 158 7
21 164 -3
21 182 -2
21 189 -10
21 194 -8
21 199 -5
21 220 1
21 230 -6
21 255 -5
21 256 -3
21 257 -3
21 263 2
21 270 8
21 287 -5
21 296 3
21 312 -4
21 338 4
21 339 9
21 344 -2
21 348 2
21 361 6
21 386 -4
21 391 6
21 407 2
21 430 7
21 440 -4
21 445 4
21 448 -5
21 469 4
21 477 -5
21 487 -6
21 492 1
21 515 -1
21 516 -7
21 518 4
21 542 -7
21 556 -8
21 561 -8
21 566 9
21 573 -2
21 581 -9
21 596 3
21 604 9
21 628 -1
21 632 -1
21 635 -10
21 641 2
21 646 2
21 648 2
21 668 3
21 688 -6
21 692 -2
21 693 -9
21 718 -2
21 719 -6
