5000 64975
34 814 1
34 898 -5
34 1318 -3
34 1608 6
34 1733 -9
34 2135 8
34 2367 -5
34 2559 6
34 2931 7
34 2975 2
34 3001 -6
34 3118 6
34 3225 6
34 3464 -2
34 3841 5
34 4018 6
34 4068 -7
34 4250 7
34 4544 2
34 4865 7
35 36 9
35 631 -4
35 632 -8
35 696 5
35 1143 -5
35 1336 3
35 1338 1
35 1530 -5
35 1558 7
35 1602 3
35 1638 -6
35 1673 3
35 1905 3
35 1917 10
35 2242 1
35 2494 10
35 2596 -3
35 2914 8
35 2999 10
35 3747 1
35 4270 3
35 4606 -1
35 4691 -3
35 4700 -9
35 4989 -4
36 37 1
36 280 -3
36 875 -6
36 886 10
36 1085 7
36 1238 7
36 1560 -3
36 1679 6
36 1960 7
36 2295 5
36 2453 7
36 2768 -10
36 2900 5
36 3076 -7
36 3269 -2
36 3447 -9
36 3493 6
36 3545 -1
36 3629 9
36 3861 -7
36 4197 5
36 4519 -6
36 4648 9
36 4708 -6
36 4768 4
37 38 -7
37 83 -4
37 107 -5
37 227 10
37 665 1
37 735 5
37 745 9
37 1573 -4
37 1576 7
37 1726 1
37 1816 -6
37 2245 -2
37 2281 -3
37 2313 -1
37 2820 6
37 3079 -2
37 3494 1
37 3727 -5
37 3913 -5
37 4073 8
37 4328 -2
37 4485 -3
37 4694 -10
37 4702 8
37 4854 1
38 39 -3
38 112 10
38 137 -9
38 413 -10
38 543 7
38 653 -3
38 1015 9
38 1091 -4
38 2183 -10
38 2304 -1
38 2358 3
38 2433 1
38 2630 1
38 2819 -2
38 2998 10
38 3145 -4
38 3648 -7
38 3766 2
38 3873 -3
38 4093 -10
38 4108 -3
38 4135 3
38 4266 -6
38 4775 3
38 4782 3
39 40 6
39 106 -1
39 257 1
39 273 6
39 391 8
39 526 -3
39 963 8
39 1247 -8
39 1511 -4
39 1808 3
39 1833 5
39 2291 -10
39 2695 -2
39 2727 -4
39 3292 -6
39 3309 1
39 3335 8
39 3491 9
39 3610 2
39 3738 -7
39 3931 -3
39 4099 8
39 4354 4
39 4409 1
39 4806 6
40 41 -8
40 672 1
40 695 -1
40 760 -9
40 857 3
40 1080 8
40 1237 5
40 1312 10
40 1327 8
40 1544 -5
40 1567 -8
40 1573 7
40 2161 -1
40 2721 -7
40 2723 2
40 2749 1
40 3021 2
40 3183 -1
40 3574 1
40 3702 8
40 4142 6
40 4518 -10
40 4786 -1
40 4905 9
40 4952 -2
41 42 3
41 165 9
41 354 1
41 380 -2
41 425 6
41 440 -8
41 508 4
41 775 1
41 1534 5
41 1719 -8
41 1839 -6
41 2023 -3
41 2151 -5
41 2161 -6
41 3289 3
41 3548 -5
41 3765 7
41 3817 -7
41 3983 -10
41 4111 -9
41 4210 -5
41 4631 -4
41 4644 -2
41 4754 1
41 4994 10
42 43 -4
42 243 8
42 647 -6
42 1056 9
42 1126 -7
42 1171 -4
42 1356 -5
42 1645 6
42 1782 10
42 1881 5
42 1886 -9
42 1925 8
42 1990 1
42 2091 8
42 2251 -10
42 2576 5
42 2797 10
42 2806 4
42 2977 5
42 3455 -2
42 3966 -5
42 4108 5
42 4510 -2
42 4899 6
42 4901 6
43 44 2
43 173 -3
43 556 -3
43 604 -8
43 837 10
43 876 -10
43 937 -5
43 1032 -10
43 1542 7
43 1667 -5
43 1761 3
43 1892 10
43 1896 4
43 2318 -4
43 2396 6
43 2612 9
43 3031 -1
43 3084 2
43 3240 -1
43 3334 -6
43 3822 6
43 3959 -8
43 4103 7
43 4501 -1
43 4636 4
44 45 1
44 322 -9
44 429 1
44 536 -4
44 590 2
44 641 -10
44 1150 -6
44 1389 3
44 1474 -3
44 1972 6
44 2118 7
44 2264 9
44 2368 -10
44 2493 2
44 2819 1
44 2851 1
44 2988 -8
44 3237 -8
44 3265 -6
44 3326 1
44 3984 7
44 4233 -7
44 4708 1
44 4789 5
44 4898 -6
45 46 2
45 152 -8
45 316 5
45 335 3
45 439 1
45 925 6
45 1012 -9
45 1027 10
45 1214 2
45 1276 10
45 1413 1
45 1841 -8
45 1883 1
45 2054 7
45 2464 1
45 3182 -6
45 3269 -5
45 3338 -1
45 3649 -1
45 3916 3
45 4119 2
45 4336 -2
45 4486 -3
45 4709 -7
45 4963 -1
46 47 -2
46 75 7
46 88 10
46 118 8
46 306 1
46 730 -10
46 994 -9
46 1011 7
46 1343 3
46 1353 2
46 1510 -3
46 2301 10
46 2657 -9
46 2740 7
46 3229 -5
46 3423 4
46 3459 1
46 3552 -6
46 3592 -9
46 3766 -7
46 3904 -5
46 3915 3
46 4084 1
46 4526 -9
46 4953 5
47 48 8
47 324 6
47 397 -4
47 433 1
47 618 -2
47 698 -9
47 875 -7
47 965 3
47 1142 7
47 1674 9
47 2000 4
47 2265 -8
47 2343 -3
47 2440 -1
47 2737 -3
47 2907 -7
47 3123 -4
47 3229 -2
47 3342 3
47 3755 -6
47 3874 -6
47 4157 2
47 4272 -9
47 4778 10
47 4950 8
48 49 -2
48 65 -1
48 153 4
48 174 -1
48 696 2
48 987 10
48 990 7
48 1061 -5
48 1392 1
48 2005 6
48 2042 -3
48 2164 -10
48 2185 -5
48 2567 1
48 2947 1
48 2993 6
48 3078 1
48 3398 -3
48 3576 -10
48 3863 7
48 4163 2
48 4267 -9
48 4703 -8
48 4714 3
48 4802 5
49 50 -3
49 83 3
49 251 1
49 496 -4
49 645 -8
49 826 -9
49 1021 8
49 1023 -3
49 1291 -2
49 1390 6
49 1419 -1
49 1612 -7
49 2292 -1
49 2761 7
49 3316 5
49 3382 3
49 3512 -9
49 3565 8
49 3624 1
49 3639 9
49 4039 2
49 4261 9
49 4295 9
49 4691 -3
49 4883 -6
50 51 4
50 418 -4
50 620 7
50 841 5
50 849 6
50 1156 10
50 1171 -1
50 1628 7
50 2216 8
50 2470 -7
50 2504 -10
50 2519 3
50 2692 2
50 2859 -4
50 3163 4
50 3395 2
50 3714 3
50 3913 6
50 3988 -2
50 4302 -1
50 4704 4
50 4713 -10
50 4752 9
50 4928 8
50 4990 6
51 52 2
51 420 1
51 423 -8
51 595 -4
51 679 9
51 740 -7
51 990 -6
51 1244 -5
51 1294 7
51 1314 1
51 1635 -3
51 1670 -7
51 2173 3
51 2210 5
51 2239 -1
51 2359 2
51 2378 -8
51 2995 5
51 3595 -8
51 3650 -7
51 3993 -8
51 4120 1
51 4248 -10
51 4512 10
51 4580 1
52 53 2
52 122 -1
52 123 10
52 235 8
52 399 -6
52 437 1
52 985 5
52 1330 -10
52 1352 -1
52 1518 -10
52 1653 -8
52 2119 -10
52 2185 1
52 2448 5
52 2895 -10
52 3007 9
52 3136 -4
52 3438 -5
52 3603 -4
52 4198 -5
52 4245 6
52 4439 3
52 4442 1
52 4466 3
52 4687 9
53 54 -3
53 190 9
53 323 -6
53 501 -6
53 711 -2
53 877 -1
53 926 -5
53 928 3
53 1490 -3
53 1839 7
53 2444 -2
53 2638 7
53 2718 -6
53 3198 1
53 3257 -2
53 3341 2
53 3438 -6
53 3688 7
53 3751 2
53 3773 -6
53 4150 -5
53 4366 9
53 4386 8
53 4503 -5
53 4611 6
54 55 -7
54 188 6
54 352 7
54 415 6
54 968 -5
54 1112 2
54 1155 -10
54 1222 1
54 1998 -3
54 2309 9
54 2585 -4
54 2626 -10
54 2775 -5
54 2871 1
54 2933 -3
54 2938 -6
54 3472 4
54 3951 -9
54 4058 7
54 4184 -1
54 4307 -1
54 4370 -4
54 4379 6
54 4843 7
54 4916 -10
55 56 6
55 210 3
55 222 -1
55 281 7
55 303 4
55 481 -8
55 680 1
55 1156 9
55 1207 -7
55 1545 3
55 1672 -7
55 1723 -1
55 2163 5
55 2362 10
55 2599 7
55 2893 -5
55 3359 -1
55 3500 -4
55 3812 -9
55 4083 -9
55 4242 10
55 4659 9
55 4776 -4
55 4858 -8
55 4861 9
56 57 5
56 166 6
56 227 -10
56 372 -8
56 405 5
56 437 1
56 464 -8
56 538 -9
56 650 -8
56 700 1
56 957 7
56 963 10
56 1350 10
56 1630 -7
56 1961 -9
56 2006 -8
56 2011 10
56 2100 -2
56 2894 4
56 3239 -7
56 3548 -6
56 4060 -1
56 4651 8
56 4653 -3
56 4895 9
57 58 -1
57 302 1
57 622 7
57 784 -7
57 1494 -8
57 1752 -7
57 2111 7
57 2202 -1
57 2416 1
57 2712 10
57 2871 4
57 3059 -5
57 3069 6
57 3273 7
57 3334 -9
57 3401 4
57 3605 5
57 3653 9
57 3880 6
57 3992 8
57 4369 3
57 4786 6
57 4810 4
57 4850 -3
57 4873 6
58 59 6
58 93 7
58 559 6
58 1094 -2
58 1180 -4
58 1508 2
58 1810 7
58 1836 9
58 2098 -5
58 2419 -1
58 2457 -2
58 2554 -5
58 2878 -5
58 2982 -2
58 2999 4
58 3019 -5
58 3158 -1
58 3279 -5
58 3901 9
58 4061 -6
58 4198 -5
58 4218 -9
58 4258 5
58 4592 5
58 4777 -5
59 60 -4
59 312 9
59 470 -7
59 618 -4
59 999 8
59 1217 2
59 1509 1
59 1537 4
59 1771 5
59 1865 3
59 2178 5
59 2267 -4
59 2393 -1
59 2470 -4
59 3484 5
59 3620 -1
59 3680 1
59 4122 -4
59 4324 3
59 4363 10
59 4368 4
59 4673 6
59 4685 4
59 4727 -9
59 4807 -9
60 61 5
60 472 -9
60 473 7
60 633 3
60 669 -5
60 1026 1
60 1051 4
60 1214 -1
60 1235 -3
60 1304 3
60 1663 6
60 2234 1
60 2403 1
60 2418 -6
60 2629 -8
60 3139 9
60 3166 8
60 3353 -9
60 3368 -8
60 3472 -10
60 3638 10
60 3790 5
60 3906 2
60 4337 -3
60 4472 -3
61 62 -3
61 172 10
61 178 7
61 718 -4
61 967 9
61 1269 6
61 1287 2
61 1527 -1
61 1607 1
61 1788 -5
61 2020 1
61 2135 -4
61 2226 -7
61 2229 3
61 2371 -2
61 2737 -2
61 3390 -1
61 3520 -2
61 3817 1
61 4136 -4
61 4280 3
61 4360 1
61 4417 -3
61 4528 10
61 4976 10
62 63 1
62 139 -2
62 215 -10
62 310 -1
62 695 -5
62 837 -8
62 850 2
62 1334 -2
62 1560 -7
62 1572 1
62 2043 10
62 2688 8
62 2966 -9
62 3162 -4
62 3277 4
62 3485 -4
62 3575 9
62 3681 -4
62 3767 -8
62 3963 1
62 4077 -9
62 4675 -1
62 4732 5
62 4906 -2
62 4924 -10
63 64 5
63 554 -9
63 560 3
63 575 -7
63 811 -5
63 896 7
63 1070 6
63 1696 -6
63 2068 -6
63 2105 -8
63 2194 8
63 2271 -8
63 2297 7
63 2352 -3
63 2609 1
63 2778 4
63 2971 8
63 2989 -1
63 3095 6
63 3371 -10
63 3429 4
63 3483 -8
63 3797 1
63 4121 7
63 4700 6
64 65 -9
64 169 2
64 268 -1
64 329 8
64 458 -4
64 489 7
64 761 1
64 1024 7
64 1270 -8
64 1407 -10
64 1971 6
64 2117 -9
64 2629 3
64 2642 2
64 2709 4
64 2720 -7
64 2890 -2
64 3008 -9
64 3458 -2
64 3503 -4
64 4297 -1
64 4320 -6
64 4679 -9
64 4726 -1
64 4948 -1
65 66 -4
65 631 10
65 1185 -4
65 1481 4
65 1640 7
65 1838 10
65 2080 1
65 2163 -2
65 2582 -7
65 2677 -9
65 2771 -4
65 2901 -10
65 2934 10
65 3007 -4
65 3054 -4
65 3165 10
65 3166 8
65 3226 -8
65 3404 -9
65 3742 7
65 3853 10
65 3893 -4
65 3955 -8
65 4354 -5
65 4886 3
66 67 -9
66 167 -7
66 197 4
66 408 7
66 482 7
66 772 9
66 1047 -1
66 1080 -2
66 1196 3
66 1207 3
66 1244 9
66 1266 -4
66 1523 3
66 1541 -1
66 1698 -7
66 2125 -3
66 2149 8
66 2471 -2
66 2472 7
66 2535 7
66 2832 1
66 3110 8
66 3683 -8
66 4196 6
66 4426 -3
67 68 7
67 517 -4
67 658 -6
67 1658 -6
67 1945 2
67 1978 1
67 1999 5
67 2116 -10
67 2212 -9
67 2505 -5
67 2698 -2
67 2891 4
67 2963 9
67 3060 -6
67 3138 3
67 3409 10
67 3602 -2
67 3661 -4
67 3700 10
67 3701 5
67 3882 -2
67 3985 -2
67 4006 -2
67 4276 -9
67 4484 1
68 69 3
68 627 -7
68 825 -10
68 873 7
68 959 -9
68 995 10
68 1105 -4
68 1379 1
68 2031 5
68 2076 7
68 2168 -8
68 2233 -4
68 2345 6
68 2991 -8
68 3339 4
68 3499 -8
68 3561 3
68 3694 -3
68 3842 8
68 3957 -7
68 4330 -4
68 4370 1
68 4455 3
68 4660 9
68 4876 4
69 70 -7
69 118 -6
69 344 -3
69 1394 1
69 1458 2
69 1490 -4
69 1652 -4
69 2052 -5
69 2086 5
69 2113 -6
69 2621 3
69 2628 10
69 2646 -3
69 2660 -7
69 2860 -8
69 2936 -10
69 3489 8
69 3655 -10
69 3656 9
69 3797 -2
69 4108 -10
69 4217 -1
69 4449 -3
69 4465 -6
69 4489 5
70 71 7
70 146 4
70 254 1
70 368 9
70 416 7
70 858 -5
70 903 -4
70 999 -6
70 1004 -10
70 1402 -4
70 1488 2
70 1631 1
70 2000 2
70 2413 -3
70 2618 8
70 2800 -2
70 2831 -5
70 3852 2
70 3871 -3
70 4322 -1
70 4334 -10
70 4342 -10
70 4485 -9
70 4511 -6
70 4810 8
71 72 5
71 276 9
71 320 -4
71 581 5
71 689 -2
71 771 -7
71 1002 6
71 1526 1
71 1642 3
71 1770 8
71 2018 4
71 2376 -3
71 2939 -9
71 2977 -10
71 2981 6
71 3079 10
71 3415 -4
71 3637 9
71 3944 -8
71 4066 5
71 4263 3
71 4268 -5
71 4275 7
71 4416 8
71 4936 7
72 73 9
72 399 10
72 417 2
72 789 -1
72 918 7
72 988 8
72 1067 -8
72 1091 5
72 1292 -6
72 2072 -8
72 2073 1
72 2110 -10
72 2138 -2
72 2270 -9
72 2430 -10
72 2628 1
72 2781 5
72 2960 6
72 2998 -10
72 3879 -5
72 3943 1
72 3970 -7
72 4059 5
72 4205 -5
72 4548 -3
73 74 -9
73 158 2
73 170 -4
73 314 -3
73 343 2
73 768 9
73 825 8
73 829 2
73 914 -1
73 970 -2
73 1100 9
73 1690 8
73 1822 2
73 2017 -3
73 2539 10
73 2902 -7
73 3161 9
73 3629 10
73 3630 10
73 3736 -10
73 4015 -10
73 4074 4
73 4273 -9
73 4419 -4
73 4579 -8
74 75 -10
74 171 6
74 371 -8
74 417 1
74 662 -5
74 782 -4
74 814 -1
74 1227 -5
74 1689 -5
74 1850 7
74 2085 -8
74 2172 3
74 2237 1
74 2586 7
74 3404 -8
74 3676 1
74 4122 -7
74 4218 -5
74 4472 2
74 4484 4
74 4522 5
74 4558 -1
74 4595 -6
74 4703 -3
74 4954 -3
75 76 3
75 142 5
75 251 8
75 379 -4
75 490 2
75 1796 -7
75 2275 -2
75 2784 -4
75 2824 3
75 2856 -2
75 3312 2
75 3411 1
75 3822 4
75 3862 4
75 3871 3
75 4049 10
75 4140 -9
75 4205 1
75 4353 -2
75 4457 3
75 4467 -6
75 4750 -6
75 4881 7
75 4930 -1
75 4990 1
76 77 -4
76 136 -8
76 263 -7
76 357 -5
76 660 -4
76 710 1
76 760 6
76 852 9
76 1057 5
76 1090 -10
76 1324 -2
76 1383 -5
76 1824 10
76 1925 -2
76 2060 -3
76 2558 -7
76 2720 -6
76 2756 -9
76 2764 9
76 2915 1
76 3196 2
76 3231 -1
76 4513 10
76 4544 -7
76 4556 4
77 78 4
77 217 -9
77 1248 -3
77 1374 -6
77 1419 -3
77 1643 10
77 1967 -5
77 2226 -3
